element,system,code,display,occurrences,n_quantity,n_string,n_codeable,n_boolean,n_integer,n_datetime,n_other,n_no_value,n_data_absent,shape,scale_hint,distinct_values,domain_truncated,units
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228550,Pressure Ulcer #2- Type,28011,0,28011,0,0,0,0,0,0,0,enumerated,NomOrd,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224665,PCA total dose,27979,27979,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228744,Pressure ulcer #2- Surrounding tissue,27663,0,27663,0,0,0,0,0,0,0,enumerated,NomOrd,7,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224905,Impaired Skin Drainage #5,27623,0,27623,0,0,0,0,0,0,0,enumerated,NomOrd,9,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227241,PAP Alarm Source,27568,0,27568,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224413,TOF Response,27451,0,27451,0,0,0,0,0,0,0,enumerated,NomOrd,5,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51176,"CD3 Cells, Percent",27409,26155,1254,0,0,0,0,0,0,0,quantitative,Qn,5,,%=26155
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229728,18 Gauge Dressing Change,27225,0,0,0,0,0,27225,0,0,0,mixed,,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51734,STX3,27145,11199,15946,0,0,0,0,0,0,0,mixed,,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90246,ACID FAST SMEAR,27141,0,26388,349,0,0,0,0,404,0,enumerated,NomOrd,4,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225355,PA Catheter Site Appear,27059,0,27059,0,0,0,0,0,0,0,enumerated,NomOrd,12,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52007,UTX4,27058,27057,1,0,0,0,0,0,0,0,quantitative,Qn,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224379,PCA cleared,27041,0,27041,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51180,"CD4 Cells, Percent",26904,26155,749,0,0,0,0,0,0,0,quantitative,Qn,5,,%=26155
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51194,"CD8 Cells, Percent",26894,26155,739,0,0,0,0,0,0,0,quantitative,Qn,6,,%=26155
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52004,UTX1,26884,26883,1,0,0,0,0,0,0,0,quantitative,Qn,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52006,UTX3,26874,26873,1,0,0,0,0,0,0,0,quantitative,Qn,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52008,UTX5,26846,26845,1,0,0,0,0,0,0,0,quantitative,Qn,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52010,UTX7,26730,26729,1,0,0,0,0,0,0,0,quantitative,Qn,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223828,Slurred Speech,26702,0,26702,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223825,Sustained Nystagmus,26691,0,26691,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51732,STX1,26683,1251,25432,0,0,0,0,0,0,0,enumerated,NomOrd,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223958,Temporary Venticular Sens Threshold mV,26669,26669,0,0,0,0,0,0,0,0,quantitative,Qn,0,,mV=26669
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223802,Nerve Stimulated,26588,0,26588,0,0,0,0,0,0,0,enumerated,NomOrd,4,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226132,ICP Line Tubing Change,26563,0,0,0,0,0,26563,0,0,0,mixed,,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,80075,YEAST,26531,0,26520,0,0,0,0,0,11,0,enumerated,NomOrd,50,yes,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224753,Temporary Atrial Sens Setting mV,26512,26512,0,0,0,0,0,0,0,0,quantitative,Qn,0,,mV=26512
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228814,Pressure ulcer #2- Stage,26506,0,26506,0,0,0,0,0,0,0,enumerated,NomOrd,7,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223829,Drowsiness,26498,0,26498,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224926,Impaired Skin Odor #5,26492,26492,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225354,PA Catheter Insertion Date,26455,0,0,0,0,0,26455,0,0,0,mixed,,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51737,STX6,26454,26454,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223972,Angio Appearance # 2,26404,0,26404,0,0,0,0,0,0,0,enumerated,NomOrd,4,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50873,Anti-Nuclear Antibody,26396,0,26396,0,0,0,0,0,0,0,enumerated,NomOrd,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52005,UTX2,26355,26354,1,0,0,0,0,0,0,0,quantitative,Qn,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228419,Compression device # 1,26326,0,26326,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224947,Impaired Skin Type #5,26269,0,26269,0,0,0,0,0,0,0,enumerated,NomOrd,23,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224717,SBT Successfully Completed,26242,0,26242,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51131,Absolute CD4 Count,26181,26156,25,0,0,0,0,0,0,0,quantitative,Qn,2,,#/uL=26155
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51130,Absolute CD3 Count,26180,26155,25,0,0,0,0,0,0,0,quantitative,Qn,2,,#/uL=26154
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51132,Absolute CD8 Count,26180,26154,26,0,0,0,0,0,0,0,quantitative,Qn,2,,#/uL=26153
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51181,CD4/CD8 Ratio,26180,26155,25,0,0,0,0,0,0,0,quantitative,Qn,2,,Ratio=26154
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51245,"Lymphocytes, Percent",26180,26158,22,0,0,0,0,0,0,0,quantitative,Qn,2,,%=26158
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51300,WBC Count,26180,26158,22,0,0,0,0,0,0,0,quantitative,Qn,1,,K/uL=26157
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52769,Absolute Lymphocyte Count,26180,26155,25,0,0,0,0,0,0,0,quantitative,Qn,1,,#/uL=26155
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228562,Incision #4- Location,26156,0,26156,0,0,0,0,0,0,0,enumerated,NomOrd,67,yes,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229327,Activity Intolerance  NCP - Expected outcomes,26133,0,26133,0,0,0,0,0,0,0,enumerated,NomOrd,6,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225357,PA Catheter Waveform Appear,26079,0,26079,0,0,0,0,0,0,0,enumerated,NomOrd,6,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227351,PA Catheter Dressing Occlusive,26074,26074,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224755,Temporary Atrial Stim Setting mA,26021,26021,0,0,0,0,0,0,0,0,quantitative,Qn,0,,mA=26021
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52009,UTX6,25929,25928,1,0,0,0,0,0,0,0,quantitative,Qn,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224980,Tunneling Present #3,25873,0,25873,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225048,Knee Location - Immobilizer,25870,0,25870,0,0,0,0,0,0,0,enumerated,NomOrd,4,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223971,Angio Site # 2,25849,0,25849,0,0,0,0,0,0,0,enumerated,NomOrd,6,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224331,PCA basal rate (mL/hour),25729,25729,0,0,0,0,0,0,0,0,quantitative,Qn,0,,ml/hr=25729
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50909,Cortisol,25547,25450,97,0,0,0,0,0,0,0,quantitative,Qn,3,,ug/dL=25434
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51564,ARCH-1,25312,25302,10,0,0,0,0,0,0,0,quantitative,Qn,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223960,Temporary Venticular Stim Threshold mA,25280,25280,0,0,0,0,0,0,0,0,quantitative,Qn,0,,mA=25280
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224662,Current Used/mA,25176,25176,0,0,0,0,0,0,0,0,quantitative,Qn,0,,mA=25176
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226576,Oral Gastric,25114,25114,0,0,0,0,0,0,0,0,quantitative,Qn,0,,ml=25114
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229729,18 Gauge Cap Change,25078,0,0,0,0,0,25078,0,0,0,mixed,,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223827,Ataxia,25060,0,25060,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50908,CK-MB Index,25044,25044,0,0,0,0,0,0,0,0,quantitative,Qn,0,,%=25044
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224966,Pressure Ulcer Stage #3,25025,13885,11140,0,0,0,0,0,0,0,mixed,,4,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228971,Nutrition NCP - Body needs,25011,0,25011,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225280,Called Out,24820,24820,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223973,Angio Dressing # 2,24578,0,24578,0,0,0,0,0,0,0,enumerated,NomOrd,9,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51148,Blasts,24453,24450,2,0,0,0,0,0,1,1,quantitative,Qn,1,,%=24450
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225356,PA Catheter Tubing Change,24417,0,0,0,0,0,24417,0,0,0,mixed,,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51706,Problem Specimen,24398,5,24393,0,0,0,0,0,0,0,enumerated,NomOrd,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228318,Shivering Assessment,24379,24379,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228518,Impaired Skin #1- Cleanse,24268,0,24268,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225351,PA Catheter Cap Change,24227,0,0,0,0,0,24227,0,0,0,mixed,,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225353,PA Catheter Dressing Change,24032,0,0,0,0,0,24032,0,0,0,mixed,,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229699,CPOT-Facial Expression (CPOTa),23982,23982,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226114,PA Catheter placed in outside facility,23856,23856,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229697,CPOT-Body Movements (CPOTa),23838,23838,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,220088,Cardiac Output (thermodilution),23754,23754,0,0,0,0,0,0,0,0,quantitative,Qn,0,,L/min=23754
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229694,CPOT-Vocalization (CPOTa),23692,23692,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224752,Temporary Atrial Sens Threshold mV,23659,23659,0,0,0,0,0,0,0,0,quantitative,Qn,0,,mV=23659
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229105,Nutrition  NCP - Problem resolved,23641,0,23641,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229692,CPOT-Muscle Tension (CPOTa),23592,23592,0,0,0,0,0,0,0,0,quantitative,Qn,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229152,Palliative Care NCP - Interventions,23535,0,23535,0,0,0,0,0,0,0,enumerated,NomOrd,9,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227117,PCA total dose units,23433,0,23433,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51282,"Reticulocyte Count, Absolute",23422,23228,194,0,0,0,0,0,0,0,quantitative,Qn,4,,m/uL=23228
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229092,Altered Skin Integrity NCP - Plan revised,23388,0,23388,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224439,Chest Tube Site #3,23375,0,23375,0,0,0,0,0,0,0,enumerated,NomOrd,5,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90250,OVA + PARASITES,23264,0,17364,4348,0,0,0,0,1552,0,enumerated,NomOrd,5,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50803,"Calculated Bicarbonate, Whole Blood",23250,23226,23,0,0,0,0,0,1,1,quantitative,Qn,1,,mEq/L=23226
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227757,PA Catheter Placement Confirmed by X-ray,23249,0,23249,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224912,Impaired Skin Drainage Amount #5,23186,0,23186,0,0,0,0,0,0,0,enumerated,NomOrd,7,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90267,FECAL CULTURE,22939,0,22368,269,0,0,0,0,302,0,enumerated,NomOrd,8,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90243,CAMPYLOBACTER CULTURE,22914,0,22404,237,0,0,0,0,273,0,enumerated,NomOrd,5,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,227126,Indwelling (PortaCath) Port #1 Date Accessed,22766,0,0,0,0,0,22766,0,0,0,mixed,,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224797,Ostomy Appearance,22443,0,22443,0,0,0,0,0,0,0,enumerated,NomOrd,5,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225684,Serum Osmolality,22424,22424,0,0,0,0,0,0,0,0,quantitative,Qn,0,,mOsm/kg=22412
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50915,D-Dimer,22329,19072,3257,0,0,0,0,0,0,0,mixed,,12,,ng/mL=14381;ng/mL FEU=4691
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224987,Undermining Present #3,22326,0,22326,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50967,Phenytoin,22324,21528,796,0,0,0,0,0,0,0,quantitative,Qn,7,,ug/mL=21528
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227783,Impaired Skin - Dressing Status  #4,22306,0,22306,0,0,0,0,0,0,0,enumerated,NomOrd,5,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51657,HPE1,22174,22173,1,0,0,0,0,0,0,0,quantitative,Qn,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224754,Temporary Atrial Stim Threshold mA,22121,22121,0,0,0,0,0,0,0,0,quantitative,Qn,0,,mA=22121
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226600,Jackson Pratt #2,21824,21824,0,0,0,0,0,0,0,0,quantitative,Qn,0,,ml=21824
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229360,Absolute Count - Eos,21767,21767,0,0,0,0,0,0,0,0,quantitative,Qn,0,,K/uL=21670;%=97
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229357,Absolute Count - Neuts,21760,21760,0,0,0,0,0,0,0,0,quantitative,Qn,0,,K/uL=21758;%=2
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229358,Absolute Count - Lymphs,21755,21755,0,0,0,0,0,0,0,0,quantitative,Qn,0,,K/uL=21754;%=1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229359,Absolute Count - Monos,21754,21754,0,0,0,0,0,0,0,0,quantitative,Qn,0,,K/uL=21754
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229361,Absolute Count - Basos,21754,21754,0,0,0,0,0,0,0,0,quantitative,Qn,0,,K/uL=21754
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52171,RBC Morphology,21732,15,21717,0,0,0,0,0,0,0,enumerated,NomOrd,1,,N/A=15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224837,Temporary Ventricular Sens Setting mV,21605,21605,0,0,0,0,0,0,0,0,quantitative,Qn,0,,mV=21605
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51663,HPE7,21502,21501,1,0,0,0,0,0,0,0,quantitative,Qn,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50994,Thyroxine (T4),21336,21272,64,0,0,0,0,0,0,0,quantitative,Qn,3,,ug/dL=21272
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224838,Temporary Ventricular Stim Setting mA,21303,21303,0,0,0,0,0,0,0,0,quantitative,Qn,0,,mA=21303
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52023,Assist/Control,21201,0,21201,0,0,0,0,0,0,0,enumerated,NomOrd,1,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224918,Impaired Skin Length #4,20950,20950,0,0,0,0,0,0,0,0,quantitative,Qn,0,,cm=20950
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223938,Ulnar Pulse R,20949,0,20949,0,0,0,0,0,0,0,enumerated,NomOrd,7,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224962,Impaired Skin Wound Base #6,20852,0,20852,0,0,0,0,0,0,0,enumerated,NomOrd,7,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223801,NMB Medication,20821,0,20821,0,0,0,0,0,0,0,enumerated,NomOrd,5,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228500,Impaired Skin #5- Location,20571,0,20571,0,0,0,0,0,0,0,enumerated,NomOrd,92,yes,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228610,Pressure Ulcer #1- Depth,20525,20525,0,0,0,0,0,0,0,0,quantitative,Qn,0,,cm=20525
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90212,CLOSTRIDIUM DIFFICILE TOXIN A & B TEST,20513,0,19007,314,0,0,0,0,1192,0,enumerated,NomOrd,4,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224953,Impaired Skin Width #4,20438,20438,0,0,0,0,0,0,0,0,quantitative,Qn,0,,cm=20438
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90185,SMEAR FOR BACTERIAL VAGINOSIS,20253,0,19002,1251,0,0,0,0,0,0,enumerated,NomOrd,7,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223759,Precautions: Standard +,20233,0,20233,0,0,0,0,0,0,0,enumerated,NomOrd,8,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228763,Pressure ulcer #1- Drainage amount,20228,0,20228,0,0,0,0,0,0,0,enumerated,NomOrd,7,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51294,Target Cells,20056,4,20052,0,0,0,0,0,0,0,enumerated,NomOrd,10,,N/A=4
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224934,Impaired Skin Site #6,20008,0,20008,0,0,0,0,0,0,0,enumerated,NomOrd,78,yes,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228574,Incision #4- Treatment,19971,0,19971,0,0,0,0,0,0,0,enumerated,NomOrd,32,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,227794,Impaired Skin  - Dressing Change #5,19935,0,0,0,0,0,19935,0,0,0,mixed,,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229094,Coping/Knowledge Deficit  NCP - Plan revised,19922,0,19922,0,0,0,0,0,0,0,enumerated,NomOrd,2,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228724,Pressure ulcer #2- Length,19918,19918,0,0,0,0,0,0,0,0,quantitative,Qn,0,,cm=19918
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225988,IABP Position on leg,19855,0,19855,0,0,0,0,0,0,0,enumerated,NomOrd,3,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50914,Cyclosporin,19851,19276,575,0,0,0,0,0,0,0,quantitative,Qn,6,,ng/mL=19276
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224941,Impaired Skin Treatment #6,19842,0,19842,0,0,0,0,0,0,0,enumerated,NomOrd,26,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228621,Pressure Ulcer #2- Width,19752,19752,0,0,0,0,0,0,0,0,quantitative,Qn,0,,cm=19752
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225015,Incision Drainage #4,19717,0,19717,0,0,0,0,0,0,0,enumerated,NomOrd,9,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225379,Indwelling Port (PortaCath) Site Appear,19716,0,19716,0,0,0,0,0,0,0,enumerated,NomOrd,12,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229686,Warming Device,19710,0,19710,0,0,0,0,0,0,0,enumerated,NomOrd,7,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,228794,Pressure ulcer #2- Dressing change,19568,0,0,0,0,0,19568,0,0,0,mixed,,0,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51098,"Prot. Electrophoresis, Urine",19442,0,19442,0,0,0,0,0,0,0,enumerated,NomOrd,71,yes,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224891,Impaired Skin Cleanse #5,19424,0,19424,0,0,0,0,0,0,0,enumerated,NomOrd,5,,
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90186,YEAST VAGINITIS CULTURE,19421,0,14280,18,0,0,0,0,5123,0,enumerated,NomOrd,4,,
