field,source_system,mimic_code,mimic_display,expected_code,expected_system,reason,comment
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52334,Voided Specimen,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Bone Marrow: Voided Specimen' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,53141,Alpha-1,,http://loinc.org,no-suitable-concept,"code-search proposed 54348-8 |Alpha-1-Fetoprotein [Mass/volume] in Cord blood| at 0.70 for 'Hospital laboratory analyte measured in Blood: Alpha-1', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52068,24 Hr,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: 24 Hr' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51985,Leukocytes,,http://loinc.org,no-suitable-concept,"code-search proposed 33052-2 |Leukocytes [Presence] in Urine| at 0.70 for 'Hospital laboratory analyte measured in Urine: Leukocytes', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52324,CD62,,http://loinc.org,no-suitable-concept,"code-search proposed 32855-9 |CD62 cells/cells in Specimen| at 0.75 for 'Hospital laboratory analyte measured in Bone Marrow: CD62', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51811,"Bicarbonate,Joint Fluid",,http://loinc.org,no-suitable-concept,"code-search proposed 16459-0 |Bicarbonate [Moles/volume] in Body fluid| at 0.75 for 'Hospital laboratory analyte measured in Joint Fluid: Bicarbonate,Joint Fluid', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52374,52374,,http://loinc.org,no-suitable-concept,"Not sent to code-search: the dictionary records no label for it, so no sentence could state what was measured and in what. An answer here would be the service coding a string MIMIC does not stand behind."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51499,Sperm,,http://loinc.org,no-suitable-concept,"code-search proposed 33232-0 |Spermatozoa [Presence] in Urine by Automated| at 0.75 for 'Hospital laboratory analyte measured in Urine: Sperm', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51414,CD57,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Other Body Fluid: CD57' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52392,Voided Specimen,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Pleural: Voided Specimen' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51686,Lip2,,http://loinc.org,no-suitable-concept,"code-search proposed 2569-2 |Lipids [Mass/volume] in Serum| at 0.60 for 'Hospital laboratory analyte measured in Blood: Lip2', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52289,Young#,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Cerebrospinal Fluid: Young#' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51129,Young,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Ascites: Young' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,53109,FLUB1,,http://loinc.org,no-suitable-concept,"code-search proposed 44569-2 |Influenza virus B Ab [Presence] in Body fluid| at 0.75 for 'Hospital laboratory analyte measured in Other Body Fluid: FLUB1', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52364,Plasma#,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Other Body Fluid: Plasma#' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52199,FragFlg,,http://loinc.org,no-suitable-concept,"code-search proposed 40746-0 |Fragments [Presence] in Blood by Automated count| at 0.75 for 'Hospital laboratory analyte measured in Blood: FragFlg', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51988,O & P,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Urine: O & P' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51271,"Protein C, Functional",,http://loinc.org,no-suitable-concept,"code-search proposed 6007-9 |Protein C [Units/volume] in Platelet poor plasma by Coagulation assay| at 0.70 for 'Hospital laboratory analyte measured in Blood: Protein C, Functional', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52029,% Ionized Calcium,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: % Ionized Calcium' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52121,Fletcher,,http://loinc.org,no-suitable-concept,"code-search proposed 4669-8 |Prekallikrein (Fletcher Factor) [Mass/volume] in Platelet poor plasma| at 0.70 for 'Hospital laboratory analyte measured in Blood: Fletcher', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52006,UTX3,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Urine: UTX3' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52253,Delete,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Cerebrospinal Fluid: Delete' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51594,"Creatine Kinase, Isoenzyme BB",,http://loinc.org,no-suitable-concept,"code-search proposed 2152-7 |Creatine kinase.BB [Enzymatic activity/volume] in Serum or Plasma by Electrophoresis| at 0.70 for 'Hospital laboratory analyte measured in Blood: Creatine Kinase, Isoenzyme BB', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52420,ZZDUMMY,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Urine: ZZDUMMY' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51939,Fl Scan,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Stool: Fl Scan' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51977,"Creatinine, Blood",,http://loinc.org,no-suitable-concept,"Not sent to code-search: its label names 'blood' while the dictionary files it under fluid 'Urine', so no sentence could state what was measured and in what. An answer here would be the service coding a string MIMIC does not stand behind."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51056,"Miscellaneous, Pleural",,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Pleural: Miscellaneous, Pleural' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52390,Promyelocytes#,,http://loinc.org,no-suitable-concept,"code-search proposed 34996-9 |Promyelocytes [#/volume] in Body fluid| at 0.70 for 'Hospital laboratory analyte measured in Pleural: Promyelocytes#', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51612,Dr. X,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: Dr. X' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51373,"Joint Crystals, Number",,http://loinc.org,no-suitable-concept,"code-search proposed 5781-0 |Crystals [type] in Synovial fluid by Light microscopy| at 0.70 for 'Hospital laboratory analyte measured in Joint Fluid: Joint Crystals, Number', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52394,FL1-D,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Q: FL1-D' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52307,Plasma,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Joint Fluid: Plasma' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51827,Voided Specimen,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Joint Fluid: Voided Specimen' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51722,RFXLDLM,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: RFXLDLM' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52421,GATE,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Urine: GATE' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52018,PAN1,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Urine: PAN1' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52382,Hypersegmented  Neutrophils#,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Pleural: Hypersegmented  Neutrophils#' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52299,Hypersegmented Neutrophils,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Joint Fluid: Hypersegmented Neutrophils' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50955,Light Green Top Hold,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: Light Green Top Hold' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52222,Atyps#,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Cerebrospinal Fluid: Atyps#' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50887,Blue Top Hold,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: Blue Top Hold' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51846,Chlamydia trachomatis,,http://loinc.org,no-suitable-concept,"code-search proposed 45130-2 |Chlamydia trachomatis Ab [Presence] in Body fluid| at 0.60 for 'Hospital laboratory analyte measured in Other Body Fluid: Chlamydia trachomatis', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52078,Antithrombin III,,http://loinc.org,no-suitable-concept,"code-search proposed 3174-0 |Antithrombin [Units/volume] in Platelet poor plasma by Chromogenic method| at 0.75 for 'Hospital laboratory analyte measured in Blood: Antithrombin III', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,53118,Alpha-2,,http://loinc.org,no-suitable-concept,"code-search proposed 17497-9 |Alpha 2 globulin [Mass/volume] in Body fluid by Electrophoresis| at 0.75 for 'Hospital laboratory analyte measured in Ascites: Alpha-2', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52014,Voided Specimen,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Urine: Voided Specimen' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51904,PAN2,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Other Body Fluid: PAN2' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51270,"Protein C, Antigen",,http://loinc.org,no-suitable-concept,"code-search proposed 4672-2 |Protein C Ag [Mass/volume] in Platelet poor plasma| at 0.70 for 'Hospital laboratory analyte measured in Blood: Protein C, Antigen', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51667,H. pylori IgG Ab Value,,http://loinc.org,no-suitable-concept,"code-search proposed 103617-7 |Helicobacter pylori IgG Ab [Presence] in Blood by Immunoassay| at 0.70 for 'Hospital laboratory analyte measured in Blood: H. pylori IgG Ab Value', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51676,Insulin,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: Insulin' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51828,Voided Specimen,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Bone Marrow: Voided Specimen' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51572,Bioavailable Testosterone,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: Bioavailable Testosterone' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,53107,FLUA1,,http://loinc.org,no-suitable-concept,"code-search proposed 44557-7 |Influenza virus A Ab [Presence] in Body fluid| at 0.75 for 'Hospital laboratory analyte measured in Other Body Fluid: FLUA1', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51952,"Uric Acid, Stool",,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Stool: Uric Acid, Stool' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51719,Reserved3,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: Reserved3' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51959,"5-HIAA, Urine",,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Urine: 5-HIAA, Urine' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52236,Delete,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Cerebrospinal Fluid: Delete' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52010,UTX7,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Urine: UTX7' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,53130,4t,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: 4t' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51938,Cryptococ,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Stool: Cryptococ' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52112,Euglobulin Lysis,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: Euglobulin Lysis' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51913,Beta,,http://loinc.org,no-suitable-concept,"code-search proposed 9620-6 |Lipoprotein.beta [Mass/volume] in Pleural fluid| at 0.70 for 'Hospital laboratory analyte measured in Pleural: Beta', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52033,Specimen Type,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: Specimen Type' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51333,CD71,,http://loinc.org,no-suitable-concept,"code-search proposed 21169-8 |CD71 cells/cells in Specimen| at 0.60 for 'Hospital laboratory analyte measured in Bone Marrow: CD71', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,53114,RSV1,,http://loinc.org,no-suitable-concept,"code-search proposed 31950-9 |Respiratory syncytial virus Ag [Presence] in Specimen| at 0.70 for 'Hospital laboratory analyte measured in Other Body Fluid: RSV1', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,53152,HIV FINAL,,http://loinc.org,no-suitable-concept,"code-search proposed 73906-0 |HIV 1+2 IgG Ab [Presence] in Blood by Rapid immunoassay| at 0.75 for 'Hospital laboratory analyte measured in Blood: HIV FINAL', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51789,Fl Scan,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Cerebrospinal Fluid: Fl Scan' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51968,Camp,,http://loinc.org,no-suitable-concept,"code-search proposed 6868-4 |Adenosine monophosphate.cyclic [Mass/volume] in Urine| at 0.60 for 'Hospital laboratory analyte measured in Urine: Camp', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51425,Kappa,,http://loinc.org,no-suitable-concept,"code-search proposed 46238-2 |Kappa lymphocytes/Lymphocytes in Body fluid| at 0.75 for 'Hospital laboratory analyte measured in Other Body Fluid: Kappa', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51839,Anat Path Hold,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Other Body Fluid: Anat Path Hold' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52385,Metas#,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Pleural: Metas#' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51819,"Immunoelectrophoresis, Joint Fluid",,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Joint Fluid: Immunoelectrophoresis, Joint Fluid' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52310,Promyelo#,,http://loinc.org,no-suitable-concept,"code-search proposed 34996-9 |Promyelocytes [#/volume] in Body fluid| at 0.75 for 'Hospital laboratory analyte measured in Joint Fluid: Promyelo#', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51597,Cvhlc,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: Cvhlc' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52212,MonoFlg,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: MonoFlg' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52383,Hypersegmented Neutrophils,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Pleural: Hypersegmented Neutrophils' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50947,I,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: I' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52349,Chloroac,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Other Body Fluid: Chloroac' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51768,EE6,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: EE6' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,53120,Clostrid,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Ascites: Clostrid' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52250,Delete,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Cerebrospinal Fluid: Delete' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51894,"Strep A, Rapid Antigen",,http://loinc.org,no-suitable-concept,"code-search proposed 6558-1 |Streptococcus pyogenes Ag [Presence] in Specimen by Immunoassay| at 0.75 for 'Hospital laboratory analyte measured in Other Body Fluid: Strep A, Rapid Antigen', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51935,"Cholesterol, Stool",,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Stool: Cholesterol, Stool' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51328,CD56,,http://loinc.org,no-suitable-concept,"code-search proposed 42622-1 |CD13+CD56+ cells/cells in Bone marrow| at 0.50 for 'Hospital laboratory analyte measured in Bone Marrow: CD56', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52154,P2Y12 Reaction Units,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: P2Y12 Reaction Units' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51781,Beta,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Cerebrospinal Fluid: Beta' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52177,SCT - Confirmation,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: SCT - Confirmation' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52241,Delete,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Cerebrospinal Fluid: Delete' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52036,Voided Specimen,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: Voided Specimen' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51668,Hsap,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: Hsap' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51875,"Influenza B, Rapid Antigen",,http://loinc.org,no-suitable-concept,"code-search proposed 80383-3 |Influenza virus B Ag [Presence] in Upper respiratory specimen by Rapid immunoassay| at 0.70 for 'Hospital laboratory analyte measured in Other Body Fluid: Influenza B, Rapid Antigen', below the 0.8 threshold."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51435,Plasma,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Other Body Fluid: Plasma' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52190,Tissue Thromboplastin Inhibitor,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: Tissue Thromboplastin Inhibitor' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
