stream,source_system,mimic_code,mimic_display,expected_code,expected_system,reason,comment
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,83313,Open dislocation of midcarpal (joint),,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,85012,CONCUSSION W/LOSS OF CONSC. 31-59 MIN.,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,85126,"Cortex (cerebral) laceration without mention of open intracranial wound, with loss of consciousness of unspecified duration",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,85150,"Cerebellar or brain stem contusion with open intracranial wound, unspecified state of consciousness",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,85194,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,85316,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,8677,"Injury to other specified pelvic organs, with open wound into cavity",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,88012,"Open wound of axillary region, complicated",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,90141,Injury to pulmonary artery,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,90255,Injury to uterine artery,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,9126,"Superficial foreign body (splinter) of shoulder and upper arm, without major open wound and without mention of infection",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,9409,BURN EYE & ADNEXA NOS,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,94536,Full-thickness skin loss [third degree NOS] of thigh [any part],,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,9539,Injury to unspecified site of nerve roots and spinal plexus,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,9801,Toxic effect of methyl alcohol,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,E0170,ROLLER COASTER RIDING,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,E8203,SNOW VEH ACC-MCYCL PSGR,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,E8222,Other motor vehicle nontraffic accident involving collision with moving object injuring motorcyclist,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,E8331,W/CRAFT STAIR FALL-POWER,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,E8341,"Other fall from one level to another in water transport injuring occupant of small boat, powered",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,E8602,Accidental poisoning by methyl alcohol,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,E8761,WRONG FLUID IN INFUSION,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,E8908,PRIV DWEL FIRE-ACCID NEC,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,E9001,Accidents due to excessive heat of man-made origin,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,E9021,AIR PRESS CHNGE: AIRCRFT,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,E9093,Collapse of dam or man-made structure,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,E9104,Accidental drowning and submersion in bathtub,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,I509,"Heart failure, unspecified",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V0260,"Viral hepatitis carrier, unspecified",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V557,Attention to artificial vagina,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,V6111,Counseling for victim of spousal and partner abuse,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
