element,via,system,code,display,resources
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,INSULINCARB,,191
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00168002131,,191
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00555061214,,191
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,49884072401,,191
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68180098001,,191
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00065008515,,190
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,59148001315,,190
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,65162089903,,190
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00008078102,,189
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00456430008,,189
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,58177003106,,189
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084050301,,189
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00078065935,,188
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00186021503,,188
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,66479002182,,188
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00006046206,,187
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00378505201,,187
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00548146900,,187
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904656861,,187
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,70860045110,,187
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00338022104,,186
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00517391025,,186
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,12496120403,,186
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,49411005030,,186
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00173047100,,185
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,25010020515,,185
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,49884067801,,185
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,62175017737,,185
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00173059500,,184
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00310028039,,184
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00074662490,,183
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00603023516,,183
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904657561,,183
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,10139023511,,183
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,11980021105,,183
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63739053710,,183
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,76385010401,,183
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00517420125,,182
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,48102000811,,182
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50383074120,,181
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50458030611,,181
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084085601,,181
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904062960,,180
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079024620,,180
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51672200306,,180
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323036501,,180
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63739029310,,180
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00054352763,,179
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50268040115,,179
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,52544047030,,179
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,61314020315,,179
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00062543001,,178
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00065026625,,178
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079049920,,178
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00078024015,,177
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904670806,,177
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,59676027801,,177
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00009770901,,176
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00173044902,,176
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,37205071226,,176
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,61748001211,,176
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323018410,,176
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084053301,,176
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63739032610,,175
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,69543013120,,175
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00173017855,,174
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079075520,,174
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00574709012,,173
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,54838054070,,173
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,77333094010,,173
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00781556701,,172
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,17478060510,,172
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,61958180101,,172
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323022110,,171
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,62756079688,,170
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00003363112,,169
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00007323211,,169
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00603318021,,169
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904610161,,169
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00054418425,,168
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,65162077810,,168
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,55390050002,,167
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00064501015,,166
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00093312501,,166
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00093528201,,166
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,65293000550,,166
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,66993010702,,166
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68094021462,,166
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,69809012705,,166
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00068051030,,165
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00078048535,,165
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00126008802,,165
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00536108494,,165
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,24208034205,,165
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,43547027609,,165
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50474000148,,165
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,58160082611,,165
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,76329124001,,165
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00436094616,,164
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904578461,,164
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904655061,,164
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,49999016850,,164
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51672203506,,164
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00641604425,,163
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904626908,,163
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904666404,,163
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,49884016111,,163
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,57237001890,,163
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,61314020615,,163
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00065064305,,162
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00597019061,,162
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,16571033016,,162
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,16714052201,,162
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079005520,,162
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,59762106101,,162
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323047101,,162
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00029321548,,161
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00087076102,,161
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,66689069479,,161
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084064701,,161
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00258361301,,160
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00781723864,,160
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50268030315,,160
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079004120,,160
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,59762308001,,160
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63629377401,,160
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00093874001,,159
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,60687044301,,159
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00029485121,,158
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00781365569,,158
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,60793010401,,158
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,61958120101,,158
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00006027731,,157
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00078024115,,157
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,42571010101,,157
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,60687011221,,157
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,60687014501,,157
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00067399842,,156
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00121058104,,156
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079051820,,156
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00168007115,,155
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00186037220,,155
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00703702103,,155
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,35356024832,,155
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00054010625,,154
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00172428610,,154
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,16729020001,,154
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084061101,,154
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68462029201,,154
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,70710100802,,154
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00597004660,,153
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00093314501,,152
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00168005546,,152
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00777512058,,152
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,10702007601,,152
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,60687032501,,152
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,60793013601,,152
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50222026006,,150
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50474059866,,150
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079022020,,150
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PAPAIN2,,149
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00039022211,,149
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904635861,,149
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,47781010830,,149
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00406114401,,148
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50458056401,,148
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,57237004701,,148
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68462015813,,148
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,venetoclax,,147
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,17478020910,,147
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,49884050101,,147
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00121481000,,146
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,59762100201,,146
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63739067710,,146
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084086921,,146
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68220014015,,146
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,70069001225,,146
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,FENT2.550,,145
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,FENT2I,,145
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00051845030,,145
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409212288,,145
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00597014960,,145
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079092320,,145
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079099220,,145
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,54092038101,,145
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,69097087502,,145
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00049392083,,144
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00075245101,,144
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00121155000,,144
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00172443160,,144
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,45802075930,,144
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,53746064101,,144
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,65597070118,,144
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,54868255700,,143
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,60505056701,,143
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,65862049647,,143
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00009041701,,142
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00093538506,,142
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00555900942,,142
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079058820,,142
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,55150025410,,142
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,60432013325,,142
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,65162064110,,142
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68115017430,,142
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00051002121,,141
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409116202,,141
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079089101,,141
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323028110,,141
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63824017563,,141
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,64455099394,,141
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00436093616,,140
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904264860,,140
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50268069215,,140
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51672302002,,140
