mimic_code,mimic_display,snomed_code,snomed_display,comment,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
00000843,Ophthalmic Antiseptics,,,"code-search proposed 1363047005 'Antiseptic and/or disinfectant' at 0.75, below the 0.8 threshold.",1363047005,Antiseptic and/or disinfectant,0.75,below-threshold,Antiseptic substance captures core meaning; ophthalmic route not a substance property
00000845,Artificial Tears and Lubricant Single Agents,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 13 tool call(s)
00000850,Ophthalmic - Gonioscopic Solutions,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"The candidates are all specific antimicrobial/beta-blocker eye drops (azithromycin, chloramphenicol, levofloxacin, metipranolol). A gonioscopic solution is a diagnostic ophthalmic medium (typically methylcellulose/hypromellose-based) used for gonioscopy — none of the candidates nor their parents capture this meaning. All candidates are narrower, unrelated drug products."
00000851,"Ophthalmic - Intraocular Pressure Reducing Agents, Beta-blockers",373254001,Beta blocker,,373254001,Beta blocker,0.85,ok,"Substance class matches beta-blockers; ophthalmic/IOP qualifiers are indication/route, not substance properties"
00000853,"Ophthalmic - Anti-inflammatory, Glucocorticoids",419933005,Glucocorticoid,,419933005,Glucocorticoid,0.80,ok,Captures the glucocorticoid anti-inflammatory substance category; ophthalmic route not a substance attribute
00000855,"Ophthalmic-Intraocular Pressure Reducing Agents, Prostaglandin Analogs",417971006,Prostaglandin analogue,,417971006,Prostaglandin analogue,0.85,ok,FSN 'Prostaglandin analog' captures the substance; ophthalmic/IOP qualifier unstated
00000857,Mydriatic and Cycloplegic Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 3 tool call(s)
00000858,Ophthalmic - Decongestants,417901007,Decongestant,,417901007,Decongestant,0.85,ok,"Substance VS; Decongestant matches, ophthalmic qualifier not substance-specific"
00000861,Miotics - Direct Acting,372822009,Miotic,,372822009,Miotic (substance),0.80,ok,FSN matches miotic class; drops 'direct acting' qualifier
00000862,Miotics - Cholinesterase Inhibitors,372822009,Miotic,,372822009,Miotic,0.85,ok,Miotic is the class; cholinesterase inhibitors are a subtype
00000864,Ophthalmic - Adrenergic Agents,372884008,Sympathomimetic agent,,372884008,Sympathomimetic agent,0.80,ok,Adrenergic agent = sympathomimetic; ophthalmic route not captured by substance code
00000865,"Ophthalmic-Intraocular Press. Reducing, Sel. Alpha Adrenergic Agonists",372548005,Alpha-2 adrenergic receptor agonist,,372548005,Alpha-2 adrenergic receptor agonist,0.85,ok,Selective alpha adrenergic agonist; ophthalmic/IOP-reducing are use qualifiers
00000866,Ophthalmic - Local Anesthetic Esters,1354706009,Benzoic acid ester local anaesthetic,,1354706009,Benzoic acid ester local anaesthetic,0.85,ok,Ester class of local anesthetics; ophthalmic route qualifier not captured by substance coding
00000870,Ophthalmic Others,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 0 tool call(s)
00000873,Ophthalmic - Carbonic Anhydrase Inhibitors,372816000,Carbonic anhydrase inhibitor,,372816000,Carbonic anhydrase inhibitor,0.85,ok,FSN matches substance class; 'Ophthalmic' is a route qualifier not captured
00000874,Ophthalmic - Irrigation Solutions,,,code-search proposed 785899003 'Solution for ocular irrigation' at 0.80 but that code is not a member of SNOMED CT <<105590001.,785899003,Solution for ocular irrigation,0.80,out-of-constraint,FSN matches ophthalmic irrigation solution meaning
00000875,Ophthalmic - Hyperosmolar Agents,,,"code-search proposed 373766008 'Hypertonic saline' at 0.70, below the 0.8 threshold.",373766008,Hypertonic saline,0.70,below-threshold,Ophthalmic hyperosmolar agent; no class-level code exists
00000876,"Ophthalmic - Anti-inflammatory, NSAIDs",372665008,Non-steroidal anti-inflammatory agent,,372665008,Non-steroidal anti-inflammatory agent,0.85,ok,FSN matches NSAID substance; ophthalmic is route qualifier
00000882,Contact Lens Preparation - Soft Lens Products,1269498001,Contact lens preparation,,1269498001,Contact lens preparation,0.95,ok,FSN matches input exactly
00000883,Contact Lens Preparation - Oxygen Permeable Lens Products,1269498001,Contact lens preparation,,1269498001,Contact lens preparation,0.80,ok,"Broader match; input specifies oxygen-permeable lens products, no such subtype available"
00000889,Otic (Ear) - Glucocorticoids,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 8 tool call(s)
00000894,Otic (Ear) - Anti-infective-Glucocorticoid Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"**Reasoning:** ""Otic (Ear) - Anti-infective-Glucocorticoid Combinations"" is a compound medication class (combination drug product), not a single substance. No candidate in the Substance-bound VS captures either the otic route, the combination, or the specific class; the only product-type candidate is a generic historical replacement. No reasonable match."
00000900,Mouth and Throat - Antiseptics,1363047005,Antiseptic and/or disinfectant,,1363047005,Antiseptic and/or disinfectant (substance),0.80,ok,Category of antiseptics; fits mouth/throat antiseptic group
00000902,Mouth and Throat - Lozenges,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"The search text ""Mouth and Throat - Lozenges"" refers to a pharmaceutical dose form/product, but the ValueSet contains only Substances. No candidate matches this type of entity, and no lozenge substance exists — type mismatch → empty."
00000903,Mouth and Throat - Glucocorticoids,419933005,Glucocorticoid,,419933005,Glucocorticoid,0.85,ok,FSN matches the substance; location is a qualifier
00000906,Mouth and Throat - Mouthwashes,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"No candidate captures ""mouthwash"" as a substance. The search text ""Mouth and Throat - Mouthwashes"" appears to be a category label for a mouthwash product list, but no substance code matches. All candidates are unrelated (viral antibodies, enzymes, fluids). No reasonable match exists."
00000913,Dental Product - Fluoride Preparations,372639009,Fluoride,,372639009,Fluoride,0.85,ok,Fluoride substance matches fluoride preparations; dental context is usage qualifier
00000922,Mouth and Throat - Artificial Saliva,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 5 tool call(s)
00000923,Mouth and Throat - Saliva Stimulants,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 3 tool call(s)
00000926,Anorectal - Glucocorticoids,419933005,Glucocorticoid,,419933005,Glucocorticoid,0.85,ok,FSN Glucocorticoid (substance) matches substance type exactly
00000927,Inflammatory Bowel Agent - Glucocorticoids,419933005,Glucocorticoid,,419933005,Glucocorticoid,0.85,ok,Glucocorticoid substance captures the agent; IBD qualifier is context
00000929,Anorectal - Hemorrhoidal Single Agents Other,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00000932,Anorectal - Hemorrhoidal Rectal Glucocorticoid-Local Anesthetic Comb,,,"code-search proposed 396458002 'Hydrocortisone' at 0.70, below the 0.8 threshold.",396458002,Hydrocortisone,0.70,below-threshold,Glucocorticoid component of the combination product
00000933,Anorectal - Hemorrhoidal and Local Anesthetic Combinations Other,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 9 tool call(s)
00000935,Anorectal - Hemorrhoidal Combinations Other,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 3 tool call(s)
00000938,Acne Therapy Topical - Anti-infective,,,"code-search proposed 373249005 'Anti-infective agent' at 0.75, below the 0.8 threshold.",373249005,Anti-infective agent,0.75,below-threshold,Broad substance class matching the anti-infective category; acne/topical specifiers not coded in substance
00000942,Dermatological Irritants-Counter-Irritant Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 5 tool call(s)
00000947,Dermatological - Antifungal Imidazole and Related Agents,372631007,Imidazole antifungal,,372631007,Imidazole antifungal,0.88,ok,Class concept matching antifungal imidazole; dermatological qualifier not in FSN
00000949,Dermatological Antipruritics - Antihistamines,372806008,Histamine receptor antagonist,,372806008,Substance with histamine receptor antagonist mechanism of action,0.80,ok,Antihistamine substance matches; dermatological antipruritic use qualifier uncoded
00000952,Dermatological - NSAID Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 0 tool call(s)
00000954,Dermatological - Antipruritics Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 12 tool call(s)
00000959,Dermatological - Antiseborrheic Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 7 tool call(s)
00000960,"Dermatological - Antiviral, Herpes",,,"code-search proposed 372701006 'Substance with antiviral mechanism of action' at 0.70, below the 0.8 threshold.",372701006,Substance with antiviral mechanism of action,0.70,below-threshold,Input is a category label; broad antiviral substance captures meaning without overstepping to a specific drug
00000963,Dermatological - Antineoplastic Antimetabolites,,,"code-search proposed 372785000 'Antimetabolite' at 0.60, below the 0.8 threshold.",372785000,Antimetabolite,0.60,below-threshold,"Category label; no combined code exists, antimetabolite is closest class"
00000964,Dermatological - Antineoplastic Retinoids,372579009,Retinoid,,372579009,Retinoid,0.80,ok,Retinoid substance captures core concept; antineoplastic/dermatological qualifiers are context
00000973,Dermatological - Glucocorticoid-Local Anesthetic Combinations,,,"code-search proposed 419933005 'Glucocorticoid' at 0.70, below the 0.8 threshold.",419933005,Glucocorticoid,0.70,below-threshold,Combination product; no single substance code; primary component
00000977,Dermatological - Emollient Combinations,373380003,Emollient,,373380003,Emollient,0.85,ok,Dermatological emollient combinations map to Emollient substance; closest match in Substance VS
00000981,Hair Growth Agents - Type II 5-Alpha Reductase Inhibitors,406757009,5-alpha reductase inhibitor,,406757009,Substance with 5-alpha reductase inhibitor mechanism of action,0.80,ok,FSN matches drug class; Type II/hair growth are qualifiers
00000984,Dermatological - Keratolytic-Antimitotic Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 10 tool call(s)
00000986,Dermatological - Immunomodulator - Imidazoquinolinamines,386941002,Imiquimod,,386941002,Imiquimod,0.85,ok,Imidazoquinolinamine immunomodulator; imiquimod is the imidazoquinoline class representative
00000990,Dermatological - Local Anesthetic Combinations,,,"code-search proposed 373477003 'Local anaesthetic' at 0.60, below the 0.8 threshold.",373477003,Local anaesthetic,0.60,below-threshold,Broadest substance matching; no combination code exists
00000994,Dermatological - Depigmenting Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 5 tool call(s)
00000998,Dermatological - Sunscreens,373498003,Sunscreen agent,,373498003,Sunscreen agent,0.85,ok,FSN 'Sunscreen (substance)' captures the sunscreen substance meaning
00001001,Wound Care - Cleansers,,,code-search proposed 225358003 'Wound care' at 0.82 but that code is not a member of SNOMED CT <<105590001.,225358003,Wound care,0.82,out-of-constraint,General wound care regime matches; 'cleansers' qualifier uncoded
00001002,Wound Care - Dressings,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00001003,Wound Care - Growth Factor Agents,81286007,Growth factor,,81286007,Growth factor,0.80,ok,Captures the growth factor agent category; 'wound care' is context
00001010,Dermatological - Astringents,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"The search for ""astringent"" returns no results. The ValueSet is for Substance (<<105590001). ""Dermatological - Astringents"" is a category of substances. Let me try searching for specific astringent substances like aluminum acetate, tannic acid, witch hazel, etc."
00001013,Dermatological - Soap and/or Cleanser Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 11 tool call(s)
00001014,Dermatological - Shampoos,255698008,Shampoo,,255698008,Shampoo,0.85,ok,Shampoo substance matches; dermatological is category qualifier
00001017,Dermatological - Lubricants,373380003,Emollient,,373380003,Emollient,0.85,ok,Emollient is a dermatological lubricant substance
00001018,Dermatological - Eyelid Cleansers,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 6 tool call(s)
00001025,Antiseptic - Chlorine Releasing,,,"code-search proposed 71374001 'Sodium hypochlorite' at 0.70, below the 0.8 threshold.",71374001,Sodium hypochlorite,0.70,below-threshold,Prototypical chlorine-releasing antiseptic; no exact category code exists
00001027,Antiseptic - Iodine/Iodophores,417955006,Iodophore,,417955006,Iodophore,0.85,ok,Iodophore substance captures the antiseptic class; branded drugs overstep
00001045,Diagnostic Biologicals,373782009,Diagnostic substance,,373782009,Diagnostic substance,0.85,ok,Diagnostic Biologicals = diagnostic substances; exact category match
00001051,Contrast Media - Barium,1348316000,Barium-based radiographic imaging contrast media,,1348316000,Barium-based radiographic imaging contrast media,0.95,ok,FSN matches input exactly
00001059,Alternative Therapy - Unclassified,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00001081,Alternative Therapy - Antiarthritics,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 3 tool call(s)
00001095,Alternative Therapy - Pineal Hormone Agents,41199001,Melatonin,,41199001,Melatonin,0.85,ok,Pineal hormone agent; melatonin is the pineal hormone
00001100,Alternative Therapy - Androgenic Agents,126162007,Androgen receptor agonist,,126162007,Androgen receptor agonist,0.80,ok,Substance matching androgenic agents; 'Alternative Therapy' is a non-coding qualifier
00001104,Alternative Therapy - Antidepressants,,,"code-search proposed 412515006 'Hypericum perforatum extract' at 0.72, below the 0.8 threshold.",412515006,Hypericum perforatum extract,0.72,below-threshold,St. John's wort is the canonical alternative-therapy antidepressant substance
00001115,Alternative Therapy - Topical Anti-inflammatory Agents,372665008,Non-steroidal anti-inflammatory agent,,372665008,Non-steroidal anti-inflammatory agent,0.80,ok,Broad anti-inflammatory agent category matches input; topical/alternative context not coded in substance VS
00001116,Alternative Therapy - Sedative/Hypnotics,439304005,Hypnotic AND/OR sedative,,439304005,Hypnotic AND/OR sedative (substance),0.90,ok,Substance capturing both sedative and hypnotic; matches input
00001119,Chemicals - Acids,34957004,Acid,,34957004,Acid,0.85,ok,Section heading 'Acids' maps to Acid substance concept
00001120,Chemicals - Bases,63813000,Alkali,,63813000,Alkali,0.85,ok,FSN 'Alkali (substance)' has synonym 'Base'; matches 'Bases' category
00001123,Chemicals - Solvents,311835000,Organic chemical solvent,,311835000,Organic chemical solvent,0.85,ok,Broadest solvent category; matches 'solvents' without overstepping into specific compounds
00001124,Chemicals - Fixed Oils,77014007,Fixed oil,,77014007,Fixed oil,0.85,ok,FSN 'Fixed oil (substance)' matches input exactly
00001125,Chemicals - Essential Oils,35079003,Essential oil,,35079003,Essential oil,0.85,ok,FSN Volatile oil matches essential oil concept
00001130,Bulk Chemicals,,,"code-search proposed 441900009 'Chemical' at 0.70, below the 0.8 threshold.",441900009,Chemical,0.70,below-threshold,"No exact 'bulk chemical' concept; 'bulk' is a quantity qualifier, Chemical is the closest broader match"
00001132,Medical Supplies and DME - Parenteral Therapy Supplies,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 0 tool call(s)
00001133,Medical Supplies and DME - Needles and Syringes,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 0 tool call(s)
00001134,Medical Supplies and DME - IV Sets-Tubing,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 3 tool call(s)
00001139,Medical Supplies and DME - Respiratory Therapy Supplies,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 3 tool call(s)
00001140,Medical Supplies and DME - Nebulizers,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 0 tool call(s)
00001141,Medical Supplies and DME - Humidifiers,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 0 tool call(s)
00001143,Medical Supplies and DME - Vaporizers,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00001148,Medical Supplies and DME - Urinary Catheters and Related Devices,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00001149,Medical Supplies and DME - Ostomy Supplies,,,"code-search proposed 11462003 'Ostomy appliance adhesive' at 0.70, below the 0.8 threshold.",11462003,Ostomy appliance adhesive,0.70,below-threshold,Only ostomy-related substance candidate; closest to ostomy supplies in substance hierarchy
00001150,Medical Supplies and DME - Incontinence Supplies,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 0 tool call(s)
00001152,Medical Supplies and DME - Irrigation Supplies,,,"code-search proposed 75907011000036102 'Water for irrigation' at 0.60, below the 0.8 threshold.",75907011000036102,Water for irrigation,0.60,below-threshold,Substance VS; closest substance match for irrigation supplies
00001157,Medical Supplies and DME - Insulin Needles-Syringes and Admin Supplies,,,"code-search proposed 67866001 'Insulin' at 0.70, below the 0.8 threshold.",67866001,Insulin,0.70,below-threshold,"Substance VS; supplies relate to insulin, closest substance match"
00001158,Medical Supplies and DME - Glucose Monitoring Test Supplies,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 5 tool call(s)
00001160,Medical Supplies and DME - Feeding Tubes and Supplies,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 4 tool call(s)
00001162,Medical Supplies and DME - Adhesive Bandages,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00001164,Medical Supplies and DME - Gauze Bandages,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00001165,Medical Supplies and DME - Gauze Pads and Dressings,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 3 tool call(s)
00001166,Medical Supplies and DME - Adhesive Tape,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00001167,Medical Supplies and DME - Nasal Dilator Strips,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00001169,Medical Supplies and DME - Elastic Bandages and Supports,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 0 tool call(s)
00001173,Medical Supplies and DME - Heating Pads,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00001175,Medical Supplies and DME - Cold Packs,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 8 tool call(s)
00001183,Medical Supplies and DME - Diaphragms,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00001184,Medical Supplies and DME - IUDs,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 0 tool call(s)
00001187,Medical Supplies and DME - Sanitary Napkins and Tampons,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00001190,Medical Supplies and DME - Male Erectile Dysfunction Aids,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00001198,Medical Supplies and DME - Infant Diapers,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"Infant diapers are a physical medical supply/device, not a substance; no candidate fits the Substance ValueSet. No search results found."
00001201,Medical Supplies and DME - Hearing Aid Supplies and Batteries,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 4 tool call(s)
00001205,Medical Supplies and DME - Eye Patches,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"Reasoning: 'Eye patches' are medical devices/DME, not a Substance. Type mismatch with the Substance value set; no substance candidate captures the meaning."
00001207,Medical Supplies and DME - Miscellaneous Other,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00001209,Medical Supplies and DME - Gloves,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 1 tool call(s)
00001210,Medical Supplies and DME - Applicators and Cotton Supplies,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00001211,Medical Supplies and DME - Rubber Syringes and Supplies,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00001215,Medical Supplies and DME - Oral Dosing Devices,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 0 tool call(s)
00001216,Medical Supplies and DME - Foot Care Supplies,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00001224,Pharmaceutical Adjuvant - Tableting,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 13 tool call(s)
00001227,Pharmaceutical Adjuvant - Oral Thickening Agents,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 12 tool call(s)
00001228,Pharmaceutical Adjuvant - Surfactants,422248006,Surfactant,,422248006,Surfactant,0.85,ok,FSN Surfactant (substance) matches core meaning; adjuvant qualifier not separately coded
00001231,Pharmaceutical Adjuvant - Oral Vehicles,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 9 tool call(s)
00001232,Pharmaceutical Adjuvant - External Vehicles,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 12 tool call(s)
00001233,Pharmaceutical Adjuvant - Liquid Vehicles Other,,,"code-search proposed 418804003 'Pharmaceutical fluid or solution agent' at 0.75, below the 0.8 threshold.",418804003,Pharmaceutical fluid or solution agent,0.75,below-threshold,Closest broad match for pharmaceutical liquid vehicle; input is a catch-all category
00001234,Pharmaceutical Adjuvant - Cream/Ointment Vehicles,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 11 tool call(s)
00001243,Enzymes,90668006,Enzyme,,90668006,Enzyme,0.82,ok,
00001244,Antileprotic - Immunomodulators,386982002,Antileprotic drug,,386982002,Antileprotic drug,0.85,ok,Antileprotic drug captures the primary concept; immunomodulator is a qualifier
00001247,Immunosuppressive - Calcineurin Inhibitors,416798007,Calcineurin inhibitor,,416798007,Calcineurin inhibitor,0.90,ok,Class-level concept matching immunosuppressive calcineurin inhibitors; specific drugs would overstep
00001248,Immunosuppressive - Inosine Monophosphate Dehydrogenase Inhibitors,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 5 tool call(s)
00001249,Immunosuppressive - Mammalian Target of Rapamycin (mTOR) Inhibitors,,,"code-search proposed 372823004 'Immunosuppressant' at 0.60, below the 0.8 threshold.",372823004,Immunosuppressant,0.60,below-threshold,No mTOR inhibitor class exists; closest broader match capturing immunosuppressive meaning
00001251,Immunosuppressive - Purine Analogs,372543001,Purine analogue,,372543001,Purine analogue,0.80,ok,"Closest broader match; captures purine analog class, immunosuppressive is qualifier"
00001259,Peritoneal Dialysis Solutions,387191005,Peritoneal dialysis solution,,387191005,Peritoneal dialysis solution,0.85,ok,
00001272,Antifungal - Amphoteric Polyene Macrolides,,,"code-search proposed 373219008 'Substance with antifungal mechanism of action' at 0.70, below the 0.8 threshold.",373219008,Substance with antifungal mechanism of action,0.70,below-threshold,No specific polyene macrolide antifungal class exists; closest broader match is Antifungal
00002501,Influenza Antiviral Agents - Neuraminidase Inhibitors,409228005,Neuraminidase inhibitor,,409228005,Neuraminidase inhibitor,0.85,ok,FSN matches the class of neuraminidase inhibitors
00002507,Antimalarial Combinations,,,"code-search proposed 373287002 'Antimalarial' at 0.60, below the 0.8 threshold.",373287002,Antimalarial,0.60,below-threshold,No combination code exists; broadest antimalarial substance matches core meaning
00002515,Glycopeptide Antibiotics,414355008,Glycopeptide antibiotic,,414355008,Glycopeptide antibiotic,0.85,ok,
00002523,Urinary Antibacterial - Quinolones,372722000,Quinolone antibacterial,,372722000,Quinolone antibacterial,0.85,ok,FSN matches quinolone antibacterial substance
00002524,Urinary Antibacterial - Nitrofuran Derivatives,360201004,Nitrofuran derivative,,360201004,Nitrofuran derivative,0.90,ok,FSN matches substance class; urinary antibacterial is use qualifier
00002527,"Beta Blockers Cardiac Selective, Intrinsic Sympathomimetic Activity",372661004,Beta-1 adrenergic receptor antagonist,,372661004,Beta-1 adrenergic receptor antagonist,0.80,ok,Captures cardiac-selective beta blocker; ISA qualifier not separately coded
00002528,"Beta Blockers Non-Cardiac Select., Intrinsic Sympathomimetic Activity",373254001,Beta blocker,,373254001,Beta blocker,0.80,ok,No code for non-selective beta blocker with ISA; broad Beta blocker is closest match
00002529,Beta Blockers Non-Cardiac Selective,372661004,Beta-1 adrenergic receptor antagonist,,372661004,Beta-1 adrenergic receptor antagonist,0.80,ok,Selective beta blocker; best match for 'selective' beta blocker
00002530,Beta Blockers Cardiac Selective,372661004,Beta-1 adrenergic receptor antagonist,,372661004,Beta-1 adrenergic receptor antagonist,0.85,ok,Cardioselective beta blocker = beta-1 selective; synonym matches
00002532,Calcium Channel Blockers - Dihydropyridines - Cerebrovascular Specific,406769001,Dihydropyridine derivative calcium channel blocker,,406769001,Dihydropyridine derivative calcium channel blocker,0.85,ok,FSN matches dihydropyridine CCB class; cerebrovascular qualifier not separately coded
00002534,Antiarrhythmic - Class IV,372693007,Class IV antiarrhythmic agent,,372693007,Class IV antiarrithymic agent,0.97,ok,FSN matches input exactly
00002536,Diuretic - Inorganic Salt,,,"code-search proposed 372695000 'Diuretic' at 0.75, below the 0.8 threshold.",372695000,Diuretic,0.75,below-threshold,No exact 'inorganic salt diuretic' code; broadest diuretic concept matches core meaning
00002539,Antianxiety Agent - Non-Benzodiazepine,,,"code-search proposed 373282008 'Anxiolytic agent' at 0.75, below the 0.8 threshold.",373282008,Anxiolytic agent,0.75,below-threshold,"Closest concept; no SNOMED code for non-benzodiazepine anxiolytic exists. Broader match, same kind."
00002541,Antianxiety Agent - Antihistamine Type,372856003,Hydroxyzine,,372856003,Hydroxyzine,0.80,ok,Hydroxyzine is the antihistamine-type antianxiety agent in this substance VS
00002543,Antianxiety Agent - Dicarbamate Type,,,"code-search proposed 372617007 'Carbamate sedative' at 0.75, below the 0.8 threshold.",372617007,Carbamate sedative,0.75,below-threshold,Carbamate-type agent; sedative vs antianxiety slight mismatch
00002547,Peptic Ulcer - Gastric Lumen Adherent Cytoprotectives,387387008,Sucralfate,,387387008,Sucralfate,0.85,ok,Gastric lumen adherent cytoprotective = sucralfate substance; candidates are disorders (type mismatch)
00002562,Antiretroviral-Nucleoside Reverse Transcriptase Inhibitors (NRTI) Comb,,,"code-search proposed 372531002 'Substance with reverse transcriptase inhibitor mechanism of action' at 0.70, below the 0.8 threshold.",372531002,Substance with reverse transcriptase inhibitor mechanism of action,0.70,below-threshold,No exact NRTI-combination code; broadest match capturing NRTI mechanism
00002567,GI Antispasmodic Combinations Other,,,"code-search proposed 373293005 'Antispasmodic' at 0.60, below the 0.8 threshold.",373293005,Antispasmodic,0.60,below-threshold,No code for GI antispasmodic combination; closest substance-level match is broad antispasmodic class
00002572,Contraceptive Oral - Biphasic,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 9 tool call(s)
