mimic_code,mimic_display,snomed_code,snomed_display,comment,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
80232,PRESUMPTIVE VEILLONELLA SPECIES,29875005,Veillonella species,,29875005,Veillonella species,0.90,ok,FSN Genus Veillonella matches; 'presumptive' is non-coded qualifier
80233,PRESUMPTIVE PEPTOSTREPTOCOCCUS SPECIES,243417000,Peptostreptococcus species,,243417000,Peptostreptococcus species,0.95,ok,FSN matches; 'presumptive' is non-coded qualifier
80234,PRESUMPTIVE PROPIONIBACTERIUM ACNES,39473003,Cutibacterium acnes,,39473003,Cutibacterium acnes,0.90,ok,FSN matches organism; 'presumptive' is non-coded qualifier
80235,STREPTOCOCCUS ANGINOSUS (MILLERI) GROUP,,,"code-search proposed 415597009 |Streptococcus anginosus group| at 0.62, below the 0.8 threshold.",415597009,Streptococcus anginosus group,0.62,below-threshold,
80236,PRESUMPTIVE CLOSTRIDIUM PERFRINGENS,8331005,Clostridium perfringens,,8331005,Clostridium perfringens,0.90,ok,FSN matches organism; 'presumptive' is non-coded qualifier
80237,PRESUMPTIVE CLOSTRIDIUM SEPTICUM,33101000,Clostridium septicum,,33101000,Clostridium septicum,0.90,ok,FSN matches organism; 'presumptive' is non-coded qualifier
80238,CLOSTRIDIUM SPECIES NOT C. PERFRINGENS OR C. SEPTICUM,715871002,"Clostridium species, not Clostridium perfringens and not Clostridium septicum",,715871002,"Clostridium species, not Clostridium perfringens and not Clostridium septicum",0.98,ok,FSN matches input exactly
80239,"ASPERGILLUS SP. NOT FUMIGATUS, FLAVUS OR NIGER",719038009,"Aspergillus species, not Aspergillus fumigatus and not Aspergillus niger and not Aspergillus flavus",,719038009,"Aspergillus species, not Aspergillus fumigatus and not Aspergillus niger and not Aspergillus flavus",0.98,ok,FSN matches input exactly
80240,PRESUMPTIVE FUSOBACTERIUM MORTIFERUM/VARIUM GROUP,,,"code-search proposed 112330001 |Fusobacterium mortiferum| at 0.70, below the 0.8 threshold.",112330001,Fusobacterium mortiferum,0.70,below-threshold,One member of the presumptive group
80241,PROBABLE MICROCOCCUS SPECIES,52864008,Micrococcus species,,52864008,Micrococcus species,0.90,ok,FSN matches Micrococcus species; 'probable' is non-coded qualifier
80242,RESEMBLING MICROCOCCUS/STOMATOCOCCUS SPECIES,52864008,Micrococcus species,,52864008,Micrococcus species,0.85,ok,Input describes organism resembling Micrococcus/Stomatococcus; genus Micrococcus best captures meaning
80243,PORPHYROMONAS SPECIES,114154000,Porphyromonas species,,114154000,Porphyromonas species,1.00,ok,
80244,PREVOTELLA SPECIES,114129000,Prevotella species,,114129000,Prevotella species,1.00,ok,
80245,FUSOBACTERIUM SPECIES,33562003,Fusobacterium species,,33562003,Fusobacterium species,1.00,ok,
80248,CITROBACTER FREUNDII COMPLEX,782522004,Citrobacter freundii complex,,782522004,Citrobacter freundii complex,1.00,ok,
80249,FEW BLASTOCYSTIS HOMINIS,28923009,Blastocystis hominis,,28923009,Blastocystis hominis (organism),0.95,ok,"FSN matches organism; 'few' is a count qualifier, not a life stage"
80250,MODERATE BLASTOCYSTIS HOMINIS,28923009,Blastocystis hominis,,28923009,Blastocystis hominis,0.90,ok,FSN matches; 'moderate' is non-coded qualifier
80251,MANY BLASTOCYSTIS HOMINIS,28923009,Blastocystis hominis,,28923009,Blastocystis hominis,0.90,ok,FSN matches organism; 'many' is a quantifier not a qualifier
80252,ALCALIGENES XYLOSOXIDANS,413424009,Achromobacter xylosoxidans,,413424009,Achromobacter xylosoxidans,0.95,ok,
80253,"YEAST, PRESUMPTIVELY NOT C. ALBICANS",714313009,Candida species not Candida albicans,,714313009,Candida species not Candida albicans,0.90,ok,FSN matches yeast not C. albicans; presumptively is unstated qualifier
80254,"CANDIDA ALBICANS, PRESUMPTIVE IDENTIFICATION",53326005,Candida albicans,,53326005,Candida albicans,0.90,ok,FSN matches organism; presumptive identification is a non-coded qualifier
80255,"STAPHYLOCOCCUS SAPROPHYTICUS, PRESUMPTIVE IDENTIFICATION",19743000,Staphylococcus saprophyticus,,19743000,Staphylococcus saprophyticus,0.90,ok,FSN matches organism; presumptive identification is a non-coded qualifier
80256,HAEMOPHILUS SPECIES NOT INFLUENZAE,713920003,"Haemophilus, not Haemophilus influenzae",,713920003,"Haemophilus, not Haemophilus influenzae",0.95,ok,FSN matches input exactly
80257,POSITIVE FOR INFLUENZA B VIRAL ANTIGEN,407480007,Influenza B virus,,407480007,Influenza B virus,0.85,ok,Organism matching influenza B viral antigen
80258,MICROSPORIDIUM SPECIES SEEN,243662007,Microsporidium species,,243662007,Microsporidium species,0.95,ok,FSN matches input exactly; 'seen' is a non-coded qualifier
80259,POSITIVE FOR M. TUBERCULOSIS BY MTD,113861009,Mycobacterium tuberculosis,,113861009,Mycobacterium tuberculosis,0.85,ok,"Organism detected; MTD is test method, not part of organism"
80262,"STAPHYLOCOCCUS, COAGULASE NEGATIVE, PRESUMPTIVELY NOT S. SAPROPHYTICUS",786829004,"Coagulase-negative Staphylococcus species, not Staphylococcus saprophyticus",,786829004,"Coagulase-negative Staphylococcus species, not Staphylococcus saprophyticus (organism)",0.97,ok,FSN matches input exactly
80263,ORGANISM,410607006,Organism,,410607006,Organism,1.00,ok,
80264,ACTINOMYCETE,314421007,Actinomycetes,,314421007,Actinomycetes,0.85,ok,
80265,2ND ISOLATE,,,code-search returned no match within <<410607006.,,,,no-match,
80266,PANTOEA (ENTEROBACTER) AGGLOMERANS,115015008,Pantoea agglomerans,,115015008,Pantoea agglomerans (organism),0.95,ok,FSN matches; Enterobacter agglomerans is a synonym
80267,CRYPTOSPORIDIUM PARVUM OOCYSTS SEEN,51504002,Cryptosporidium parvum,,51504002,Cryptosporidium parvum (organism),0.90,ok,Primary organism; species matches input
80268,PITHOMYCES SP.,12760009,Pithomyces species,,12760009,Pithomyces species,0.97,ok,FSN Genus Pithomyces matches 'Pithomyces sp.' exactly
80270,CANDIDA DUBLINIENSIS,115952006,Candida dubliniensis,,115952006,Candida dubliniensis,1.00,ok,
80271,STREPTOCOCCUS ORALIS,19870004,Streptococcus oralis,,19870004,Streptococcus oralis,1.00,ok,
80272,STREPTOCOCCUS VESTIBULARIS,113998009,Streptococcus vestibularis,,113998009,Streptococcus vestibularis,1.00,ok,
80274,NO GROWTH,,,code-search returned no match within <<410607006.,,,,no-match,
80278,DEMATIACEOUS MOLD,20911002,Dematiaceous fungi imperfecti,,20911002,Dematiaceous fungi imperfecti,0.85,ok,Dematiaceous mold = dematiaceous fungi; exact concept match
80279,STREPTOCOCCUS MILLERI GROUP,415597009,Streptococcus anginosus group,,415597009,Streptococcus anginosus group,0.95,ok,
80280,VIRIDANS STREPTOCOCCI,31703004,"Streptococcus, viridans group",,31703004,"Streptococcus, viridans group",0.97,ok,FSN matches input exactly
80281,BACILLUS SPECIES; NOT ANTHRACIS,413352001,Bacillus species not Bacillus anthracis,,413352001,Bacillus species not Bacillus anthracis,0.97,ok,FSN matches input exactly
80282,FONSECAEA PEDROSOI,69356007,Fonsecaea pedrosoi,,69356007,Fonsecaea pedrosoi,1.00,ok,
80284,ACHROMOBACTER (ALCALIGENES) XYLOSOXIDANS SS DENTRIFICANS,413414001,Achromobacter denitrificans,,413414001,Achromobacter denitrificans,0.95,ok,Synonym matches input exactly
80285,CANDIDA KEFYR,243431000,Kluyveromyces marxianus,,243431000,Kluyveromyces marxianus,0.85,ok,Candida kefyr is a synonym of Kluyveromyces marxianus
80286,GORDONIA SPECIES,115143001,Gordonia species,,115143001,Gordonia species,1.00,ok,
80288,CANDIDA KRUSEI / CANDIDA INCONSPICUA,16452009,Pichia kudriavzevii,,16452009,Pichia kudriavzevii,0.95,ok,FSN matches Candida krusei (synonym)
80289,MORAXELLA CATARRHALIS,24226003,Moraxella catarrhalis,,24226003,Moraxella catarrhalis,1.00,ok,
80290,SHEWANELLA SPECIES,115158009,Shewanella species,,115158009,Shewanella species,1.00,ok,
80291,BASIDIOMYCETE,106559008,Basidiomycota,,106559008,Basidiomycota,0.81,ok,
80292,"NEISSERIA SPECIES, NOT GONORRHOEAE",414811005,Neisseria species not Neisseria gonococci,,414811005,Neisseria species not Neisseria gonococci,0.95,ok,FSN matches input exactly; excludes only gonorrhoeae
80293,POSITIVE FOR METHICILLIN RESISTANT STAPH AUREUS,115329001,Methicillin resistant Staphylococcus aureus,,115329001,Methicillin resistant Staphylococcus aureus,0.95,ok,FSN matches input exactly; 'positive for' is a result qualifier
80294,BURKHOLDERIA CEPACIA GROUP,131281002,Burkholderia cepacia complex,,131281002,Burkholderia cepacia complex (organism),0.95,ok,FSN matches 'cepacia group' (complex) exactly
80295,PRESUMPTIVE GARDNERELLA VAGINALIS,64071004,Gardnerella vaginalis,,64071004,Gardnerella vaginalis,0.90,ok,FSN matches organism; 'presumptive' is a non-coded qualifier
80298,GEMELLA SPECIES,11590002,Gemella species,,11590002,Gemella species,1.00,ok,
80299,MYCOPLASMA HOMINIS,1290001,Mycoplasma hominis,,1290001,Mycoplasma hominis,1.00,ok,
80300,POSITIVE FOR PNEUMOCYSTIS JIROVECII (CARINII),79909001,Pneumocystis jirovecii,,79909001,Pneumocystis jirovecii,0.85,ok,Organism matching input; carinii is old name
80301,CHRYSEOBACTERIUM MENINGOSEPTICUM,425774009,Elizabethkingia meningoseptica,,425774009,Elizabethkingia meningoseptica,0.85,ok,Chryseobacterium meningosepticum is a synonym of Elizabethkingia meningoseptica
80302,PANTOEA SPECIES,115013001,Pantoea species,,115013001,Pantoea species,1.00,ok,
80303,ABIOTROPHIA/GRANULICATELLA SPECIES,115161005,Abiotrophia species,,115161005,Abiotrophia species,0.95,ok,FSN matches Abiotrophia genus
80304,ACINETOBACTER BAUMANNII COMPLEX,113376007,Acinetobacter calcoaceticus-Acinetobacter baumannii complex,,113376007,Acinetobacter calcoaceticus-Acinetobacter baumannii complex,0.95,ok,FSN matches input exactly
80305,PSEUDOMONAS LUTEOLA,33919008,Chryseomonas luteola,,33919008,Chryseomonas luteola,0.95,ok,
80306,MICROCOCCUS/STOMATOCOCCUS SPECIES,52864008,Micrococcus species,,52864008,Micrococcus species,0.85,ok,Genus Micrococcus matches primary meaning; Stomatococcus is a synonym of Rothia mucilaginosa
80307,LEPTOTRICHIA TREVISANII,431794003,Leptotrichia trevisanii,,431794003,Leptotrichia trevisanii,1.00,ok,
80308,POSITIVE FOR CYTOMEGALOVIRUS,407444007,Cytomegalovirus species,,407444007,Cytomegalovirus species,0.85,ok,FSN Genus Cytomegalovirus matches organism; 'positive for' is a qualifier
80309,POSITIVE FOR VARICELLA ZOSTER,19551004,Human herpesvirus 3,,19551004,Human herpesvirus 3,0.90,ok,Varicella-zoster virus organism; 'positive for' is presence qualifier
80310,POSITIVE FOR HERPES SIMPLEX TYPE 1 (HSV1),15302007,Human herpes simplex virus type 1,,15302007,Human herpes simplex virus type 1,0.95,ok,FSN matches HSV1 organism; 'positive for' is qualifier
80311,POSITIVE FOR HERPES SIMPLEX TYPE 2 (HSV2),13687007,Human herpes simplex virus type 2,,13687007,Human herpes simplex virus type 2,0.95,ok,FSN matches HSV2 organism; 'positive for' is a qualifier
80312,PSEUDOMONAS PUTIDA/FLUORESCENS,68608003,Pseudomonas putida,,68608003,Pseudomonas putida,0.95,ok,FSN matches one component of compound input
90276,YERSINIA ENTEROCOLITICA,65255000,Yersinia enterocolitica,,65255000,Yersinia enterocolitica,1.00,ok,
90279,SHIGELLA BOYDII,55462008,Shigella boydii,,55462008,Shigella boydii,1.00,ok,
90280,SHIGELLA SONNEI,4298009,Shigella sonnei,,4298009,Shigella sonnei,1.00,ok,
90282,SALMONELLA SPECIES,27268008,Salmonella species,,27268008,Salmonella species,1.00,ok,
90283,SALMONELLA TYPHI,5595000,Salmonella Typhi,,5595000,Salmonella Typhi,1.00,ok,
90287,ACINETOBACTER LWOFFII,83088009,Acinetobacter lwoffii,,83088009,Acinetobacter lwoffii,1.00,ok,
90292,SPHINGOMONAS PAUCIMOBILIS,243350004,Sphingomonas paucimobilis,,243350004,Sphingomonas paucimobilis,1.00,ok,
90294,PLESIOMONAS SHIGELLOIDES,38643006,Plesiomonas shigelloides,,38643006,Plesiomonas shigelloides,1.00,ok,
90295,VIBRIO CHOLERAE,75953000,Vibrio cholerae,,75953000,Vibrio cholerae,1.00,ok,
90296,VIBRIO ALGINOLYTICUS,45749000,Vibrio alginolyticus,,45749000,Vibrio alginolyticus,1.00,ok,
90297,VIBRIO PARAHAEMOLYTICUS,11736008,Vibrio parahaemolyticus,,11736008,Vibrio parahaemolyticus,1.00,ok,
90301,BRUCELLA SPECIES,26250004,Brucella species,,26250004,Brucella species,1.00,ok,
90302,ANAEROBIC GRAM NEGATIVE COCCI,243397003,Anaerobic Gram-negative coccus,,243397003,Anaerobic Gram-negative coccus,0.97,ok,FSN matches input exactly
90305,MYCOBACTERIUM SPECIES,243368001,Mycobacterium species,,243368001,Mycobacterium species,1.00,ok,
90310,HAEMOPHILUS APHROPHILUS,442683005,Aggregatibacter aphrophilus,,442683005,Aggregatibacter aphrophilus,0.95,ok,
90313,BACTEROIDES SPECIES,57522007,Bacteroides species,,57522007,Bacteroides species,1.00,ok,
90322,MYCOPLASMA SPECIES,78981005,Mycoplasma species,,78981005,Mycoplasma species,1.00,ok,
90324,PSEUDOMONAS STUTZERI,58024003,Stutzerimonas stutzeri,,58024003,Stutzerimonas stutzeri,0.93,ok,
90327,CARDIOBACTERIUM HOMINIS,7333005,Cardiobacterium hominis,,7333005,Cardiobacterium hominis,1.00,ok,
90330,MYCOBACTERIUM CHELONAE,243377008,Mycobacteroides chelonae,,243377008,Mycobacteroides chelonae,0.95,ok,
90331,SERRATIA ODORIFERA,10413007,Serratia odorifera,,10413007,Serratia odorifera,1.00,ok,
90333,MYCOBACTERIUM KANSASII,1507005,Mycobacterium kansasii,,1507005,Mycobacterium kansasii,1.00,ok,
90336,CANDIDA RUGOSA,23773004,Candida rugosa,,23773004,Candida rugosa,1.00,ok,
90339,CRYPTOCOCCUS LAURENTII,7299008,Papiliotrema laurentii,,7299008,Papiliotrema laurentii,0.95,ok,
90340,GEOTRICHIUM SPECIES,,,"code-search proposed 34324005 |Geotrichum species| at 0.65, below the 0.8 threshold.",34324005,Geotrichum species,0.65,below-threshold,
90346,PREVOTELLA MELANINOGENICA,114144004,Prevotella melaninogenica,,114144004,Prevotella melaninogenica,1.00,ok,
90349,MYCOBACTERIUM TERRAE,45662006,Mycobacterium terrae,,45662006,Mycobacterium terrae,1.00,ok,
90350,STREPTOCOCCUS MUTANS,214001,Streptococcus mutans,,214001,Streptococcus mutans,1.00,ok,
90352,CLOSTRIDIUM CLOSTRIDIIFORME,,,"code-search proposed 53220001 |Clostridium clostridioforme| at 0.65, below the 0.8 threshold.",53220001,Clostridium clostridioforme,0.65,below-threshold,
90353,MYCOBACTERIUM SCROFULACEUM,20141004,Mycobacterium scrofulaceum,,20141004,Mycobacterium scrofulaceum,1.00,ok,
90355,STREPTOCOCCUS INTERMEDIUS,62170002,Streptococcus intermedius,,62170002,Streptococcus intermedius,1.00,ok,
90359,NEISSERIA SUBFLAVA,77700001,Neisseria subflava,,77700001,Neisseria subflava,1.00,ok,
90361,HEMOPHILUS HEMOLYTICUS,54950008,Haemophilus haemolyticus,,54950008,Haemophilus haemolyticus,0.85,ok,FSN matches input exactly
90362,VERTICILLIUM SP.,50734003,Verticillium species,,50734003,Verticillium species,0.95,ok,FSN matches Verticillium genus exactly
90363,HAEMOPHILUS PARAHAEMOLYTICUS,89800007,Haemophilus parahaemolyticus,,89800007,Haemophilus parahaemolyticus,1.00,ok,
90368,SALMONELLA PARATYPHI A,79128009,Salmonella Paratyphi A,,79128009,Salmonella Paratyphi A,1.00,ok,
90370,SERRATIA FONTICOLA,112329006,Serratia fonticola,,112329006,Serratia fonticola,1.00,ok,
90372,YERSINIA INTERMEDIA,10334001,Yersinia intermedia,,10334001,Yersinia intermedia,1.00,ok,
90374,CLOSTRIDIUM TERTIUM,81909005,Clostridium tertium,,81909005,Clostridium tertium,1.00,ok,
90377,CLOSTRIDIUM RAMOSUM,42706008,Clostridium ramosum,,42706008,Clostridium ramosum,1.00,ok,
90378,ROTHIA DENTOCARIOSA,35379007,Rothia dentocariosa,,35379007,Rothia dentocariosa,1.00,ok,
90379,CAPNOCYTOPHAGA OCHRACEA,4256006,Capnocytophaga ochracea,,4256006,Capnocytophaga ochracea,1.00,ok,
90380,SCOPULARIOPSIS SP.,39949000,Scopulariopsis species,,39949000,Scopulariopsis species,0.95,ok,"FSN matches genus-level Scopulariopsis, unspecified species"
90383,ACTINOBACILLUS ACTINOMYCETEMCOMITANS,442680008,Aggregatibacter actinomycetemcomitans,,442680008,Aggregatibacter actinomycetemcomitans,0.95,ok,
90386,ACTINOMYCES NAESLUNDII,8940004,Actinomyces naeslundii,,8940004,Actinomyces naeslundii,1.00,ok,
90387,MYCOBACTERIUM BOVIS,27142009,Mycobacterium bovis,,27142009,Mycobacterium bovis,1.00,ok,
90390,TRICHOPHYTON RUBRUM,372008,Trichophyton rubrum,,372008,Trichophyton rubrum,1.00,ok,
90392,ARCANOBACTERIUM HAEMOLYTICUM,44723000,Arcanobacterium haemolyticum,,44723000,Arcanobacterium haemolyticum,1.00,ok,
90398,ACTINOMYCES ISRAELII,46369004,Actinomyces israelii,,46369004,Actinomyces israelii,1.00,ok,
90399,SALMONELLA TYPHIMURIUM,50136005,Salmonella Typhimurium,,50136005,Salmonella Typhimurium,1.00,ok,
90403,ESCHERICHIA VULNERIS,53013003,Escherichia vulneris,,53013003,Escherichia vulneris,1.00,ok,
90404,SALMONELLA MUENSTER,68916009,Salmonella Muenster,,68916009,Salmonella Muenster,1.00,ok,
90405,SALMONELLA MONTEVIDEO,80268001,Salmonella Montevideo,,80268001,Salmonella Montevideo,1.00,ok,
90406,SALMONELLA AGONA,80627004,Salmonella Agona,,80627004,Salmonella Agona,1.00,ok,
90407,CLOSTRIDIUM INNOCUUM,19415008,Clostridium innocuum,,19415008,Clostridium innocuum,1.00,ok,
90408,ENTAMOEBA SP.,38324000,Entamoeba species,,38324000,Entamoeba species,0.97,ok,FSN matches input exactly at genus level
90410,CHILOMASTIX MESNILI,41340007,Chilomastix mesnili,,41340007,Chilomastix mesnili,1.00,ok,
90411,GIARDIA CYSTS,608946009,Cyst form of Giardia species,,608946009,Cyst form of Giardia species,0.81,ok,
90412,SALMONELLA HEIDELBERG,71865006,Salmonella Heidelberg,,71865006,Salmonella Heidelberg,1.00,ok,
90415,SALMONELLA NEWPORT,56077000,Salmonella Newport,,56077000,Salmonella Newport,1.00,ok,
90418,SALMONELLA MUENCHEN,77584005,Salmonella Muenchen,,77584005,Salmonella Muenchen,1.00,ok,
90420,TAENIA SP.,28625000,Taenia species,,28625000,Taenia species (organism),0.95,ok,FSN matches Taenia genus exactly
90421,STRONGYLOIDES,10823008,Strongyloides species,,10823008,Strongyloides species,0.95,ok,
90422,HOOKWORM,359762003,Family Ancylostomatidae,,359762003,Family Ancylostomatidae,0.95,ok,
90425,DIENTAMOEBA FRAGILIS,41542000,Dientamoeba fragilis,,41542000,Dientamoeba fragilis,1.00,ok,
90426,TAENIA SAGINATA,61085008,Taenia saginata,,61085008,Taenia saginata,1.00,ok,
90427,SALMONELLA THOMPSON,4361005,Salmonella Thompson,,4361005,Salmonella Thompson,1.00,ok,
90429,HERPES SIMPLEX VIRUS,19965007,Human herpes simplex virus,,19965007,Human herpes simplex virus,0.95,ok,
90430,SALMONELLA DUBLIN,62136003,Salmonella Dublin,,62136003,Salmonella Dublin,1.00,ok,
90431,"LEGIONELLA PNEUMOPHILA, GROUP 1",103463005,Legionella pneumophila serogroup 1,,103463005,Legionella pneumophila serogroup 1,0.95,ok,FSN matches input exactly
90433,MYCOBACTERIUM FLAVESCENS,5885000,Mycobacterium flavescens,,5885000,Mycobacterium flavescens,1.00,ok,
90434,SALMONELLA SAINTPAUL,2820001,Salmonella Saintpaul,,2820001,Salmonella Saintpaul,1.00,ok,
90438,FRANCISELLA TULARENSIS,51526001,Francisella tularensis,,51526001,Francisella tularensis,1.00,ok,
90439,CUNNINGHAMELLA SP.,24861001,Cunninghamella species,,24861001,Cunninghamella species (organism),0.97,ok,FSN matches genus-level Cunninghamella exactly
90440,SALMONELLA SCHWARZENGRUND,45651006,Salmonella Schwarzengrund,,45651006,Salmonella Schwarzengrund,1.00,ok,
90443,ALTERNARIA SP.,75059003,Alternaria species,,75059003,Alternaria species,0.97,ok,FSN Genus Alternaria matches 'Alternaria sp.' exactly
90444,EPIDERMOPHYTON FLOCCOSUM,26403006,Epidermophyton floccosum,,26403006,Epidermophyton floccosum,1.00,ok,
90447,ENTEROBIUS VERMICULARIS,55008000,Enterobius vermicularis,,55008000,Enterobius vermicularis,1.00,ok,
90448,SALMONELLA BRAENDERUP,35225001,Salmonella Braenderup,,35225001,Salmonella Braenderup,1.00,ok,
90450,MORAXELLA NONLIQUIFACIENS,,,"code-search proposed 46455003 |Moraxella nonliquefaciens| at 0.65, below the 0.8 threshold.",46455003,Moraxella nonliquefaciens,0.65,below-threshold,
90452,ENTEROBACTER AMNIGENUS 2,114453000,Enterobacter amnigenus biogroup II,,114453000,Enterobacter amnigenus biogroup II (organism),0.85,ok,'2' maps to biogroup II of Enterobacter amnigenus
90453,ESCHERICHIA HERMANNII,85786000,Escherichia hermannii,,85786000,Escherichia hermannii,1.00,ok,
90454,PROTEUS PENNERI,45298005,Proteus penneri,,45298005,Proteus penneri,1.00,ok,
90456,LECLERCIA ADECARBOXYLATA,57459006,Leclercia adecarboxylata,,57459006,Leclercia adecarboxylata,1.00,ok,
90457,AGROBACTERIUM RADIOBACTER,1772001,Agrobacterium radiobacter,,1772001,Agrobacterium radiobacter,1.00,ok,
90459,NEISSERIA MUCOSA,81795000,Neisseria mucosa,,81795000,Neisseria mucosa,1.00,ok,
90461,KINGELLA SPECIES,32017003,Kingella species,,32017003,Kingella species,1.00,ok,
90462,MICROSPORUM CANIS,19018004,Microsporum canis,,19018004,Microsporum canis,1.00,ok,
90464,SALMONELLA JAVIANA,88022005,Salmonella Javiana,,88022005,Salmonella Javiana,1.00,ok,
90466,LACTOBACILLUS SALIVARIUS SS. SALIVARIUS,62761005,Lactobacillus salivarius ss. salivarius,,62761005,Lactobacillus salivarius ss. salivarius,1.00,ok,
90470,GARDNERELLA  VAGINALIS,64071004,Gardnerella vaginalis,,64071004,Gardnerella vaginalis,1.00,ok,
90472,ALCALIGENES FAECALIS,25223004,Alcaligenes faecalis,,25223004,Alcaligenes faecalis,1.00,ok,
90476,MYCOBACTERIUM AVIUM,83723009,Mycobacterium avium,,83723009,Mycobacterium avium,1.00,ok,
90484,SALMONELLA ORANIENBURG,46667007,Salmonella Oranienburg,,46667007,Salmonella Oranienburg,1.00,ok,
90486,STAPHYLOCOCCUS SACCHAROLYTICUS,41103009,Staphylococcus saccharolyticus,,41103009,Staphylococcus saccharolyticus,1.00,ok,
90487,ACHROMOBACTER (ALCALIGENES) DENTRIFICANS,413414001,Achromobacter denitrificans,,413414001,Achromobacter denitrificans,0.95,ok,FSN matches input organism exactly
90489,MYCOBACTERIUM SZULGAI,65613000,Mycobacterium szulgai,,65613000,Mycobacterium szulgai,1.00,ok,
90491,ULOCLADIUM SP.,65789000,Ulocladium species,,65789000,Ulocladium species,0.97,ok,FSN Genus Ulocladium matches 'Ulocladium sp.' exactly
90492,RHODOTORULA GLUTINIS,69250004,Rhodotorula glutinis,,69250004,Rhodotorula glutinis,1.00,ok,
90494,ASPERGILLUS TERREUS,26406003,Aspergillus terreus,,26406003,Aspergillus terreus,1.00,ok,
90497,MICROCOCCUS LUTEUS,48299003,Micrococcus luteus,,48299003,Micrococcus luteus,1.00,ok,
90498,MYCOBACTERIUM XENOPI,58663006,Mycobacterium xenopi,,58663006,Mycobacterium xenopi,1.00,ok,
90500,STAPHYLOCOCCUS SCHLEIFERI,131360000,Staphylococcus schleiferi,,131360000,Staphylococcus schleiferi,1.00,ok,
90501,PEPTOSTREPTOCOCCUS SP.,243417000,Peptostreptococcus species,,243417000,Peptostreptococcus species,0.97,ok,FSN Genus Peptostreptococcus matches 'sp.' exactly
90502,TRICHOSPORON SPECIES,62289009,Trichosporon species,,62289009,Trichosporon species,1.00,ok,
90503,SALMONELLA INFANTIS,82071007,Salmonella Infantis,,82071007,Salmonella Infantis,1.00,ok,
90507,SALMONELLA STANLEY,88091007,Salmonella Stanley,,88091007,Salmonella Stanley,1.00,ok,
90508,ACTINOMYCES SP.,40560008,Actinomyces species,,40560008,Actinomyces species,0.95,ok,FSN Genus Actinomyces matches genus-level input exactly
90509,YERSINIA SP.,4668009,Yersinia species,,4668009,Yersinia species,0.97,ok,FSN 'Genus Yersinia' matches Yersinia sp. exactly
90511,STAPHYLOCOCCUS INTERMEDIUS,34605002,Staphylococcus intermedius,,34605002,Staphylococcus intermedius,1.00,ok,
90512,DERMATOPHYTE,115651002,Dermatophyte,,115651002,Dermatophyte,1.00,ok,
90513,TRICHOMONAS VAGINALIS,22417000,Trichomonas vaginalis,,22417000,Trichomonas vaginalis,1.00,ok,
90514,MYCOBACTERIUM MARINUM,58869008,Mycobacterium marinum,,58869008,Mycobacterium marinum,1.00,ok,
90518,ENTEROCOCCUS RAFFINOSUS,103437000,Enterococcus raffinosus,,103437000,Enterococcus raffinosus,1.00,ok,
90519,LEUCONOSTOC MESENTEROIDES,71403009,Leuconostoc mesenteroides,,71403009,Leuconostoc mesenteroides,1.00,ok,
90522,CAMPYLOBACTER UPSALIENSIS,103427005,Campylobacter upsaliensis,,103427005,Campylobacter upsaliensis,1.00,ok,
90526,PARAINFLUENZA VIRUS TYPE 2,407491000,Human parainfluenza virus 2,,407491000,Human parainfluenza virus 2,0.95,ok,
90528,PREVOTELLA (BACTEROIDES) SPECIES,114129000,Prevotella species,,114129000,Prevotella species (organism),0.95,ok,FSN Genus Prevotella matches input; Bacteroides is former name
90530,PSEUDOMONAS FLUORESCENS,39289003,Pseudomonas fluorescens,,39289003,Pseudomonas fluorescens,1.00,ok,
90532,CAMPYLOBACTER COLI,40614002,Campylobacter coli,,40614002,Campylobacter coli,1.00,ok,
90533,HYMENOLEPIS NANA,74311004,Rodentolepis nana,,74311004,Rodentolepis nana,0.95,ok,
90536,ESCHERICHIA COLI O157:H7,457914007,Escherichia coli serotype O157:H7,,457914007,Escherichia coli serotype O157:H7,0.97,ok,FSN matches input exactly
90537,SPHINGOBACTERIUM MULTIVORUM,51595006,Sphingobacterium multivorum,,51595006,Sphingobacterium multivorum,1.00,ok,
90543,OLIGELLA URETHRALIS,90341001,Oligella urethralis,,90341001,Oligella urethralis,1.00,ok,
90544,STAPHYLOCOCCUS SCIURI,70806002,Staphylococcus sciuri,,70806002,Staphylococcus sciuri,1.00,ok,
90549,ENTEROCOCCUS DURANS,46464008,Enterococcus durans,,46464008,Enterococcus durans,1.00,ok,
90550,MALASSEZIA SPECIES,18097004,Malassezia species,,18097004,Malassezia species,1.00,ok,
90552,ROSEOMONAS GILARDII,113710007,Roseomonas gilardii,,113710007,Roseomonas gilardii,1.00,ok,
90557,NOCARDIA OTITIDISCAVIARUM (CAVIAE),63087008,Nocardia otitidis caviarum,,63087008,Nocardia otitidiscaviarum,0.95,ok,FSN matches input exactly
90559,ESCHERICHIA SPECIES,64735005,Escherichia species,,64735005,Escherichia species,1.00,ok,
90560,MYCOBACTERIUM CELATUM,103475000,Mycobacterium celatum,,103475000,Mycobacterium celatum,1.00,ok,
90564,NOCARDIA BRASILIENSIS,58970008,Nocardia brasiliensis,,58970008,Nocardia brasiliensis,1.00,ok,
90566,NOCARDIA NOVA,37621001,Nocardia nova,,37621001,Nocardia nova,1.00,ok,
