bevacizumab-adcd 25 mg/ml injection	2627651
bevacizumab-adcd 400 mg in 16 ml injection	2627658
bevacizumab-adcd 400 mg per 16 ml injection	2627658
bevacizumab-awwb	2046138
bevacizumab-awwb 100 mg in 4 ml injection	2046148
bevacizumab-awwb 100 mg per 4 ml injection	2046148
bevacizumab-awwb 25 mg/ml injection	2046146
bevacizumab-awwb 400 mg in 16 ml injection	2046140
bevacizumab-awwb 400 mg per 16 ml injection	2046140
bevacizumab-bvzr	2268037
bevacizumab-bvzr 100 mg in 4 ml injection	2268039
bevacizumab-bvzr 100 mg per 4 ml injection	2268039
bevacizumab-bvzr 25 mg/ml injection	2268045
bevacizumab-bvzr 25 mg/ml per 16 ml injection	2268047
bevacizumab-bvzr 25 mg/ml per 4 ml injection	2268039
bevacizumab-bvzr 400 mg in 16 ml injection	2268047
bevacizumab-bvzr 400 mg per 16 ml injection	2268047
bevacizumab-maly	2599041
bevacizumab-maly 100 mg in 4 ml injection	2599043
bevacizumab-maly 100 mg per 4 ml injection	2599043
bevacizumab-maly 25 mg/ml injection	2599044
bevacizumab-maly 25 mg/ml per 16 ml injection	2599051
bevacizumab-maly 25 mg/ml per 4 ml injection	2599043
bevacizumab-maly 400 mg in 16 ml injection	2599051
bevacizumab-maly 400 mg per 16 ml injection	2599051
bevespi	1790640
bevyxxa	1927857
bexacat	2627050
bexagliflozin	2627044
bexagliflozin 15 mg oral tablet	2627049
bexagliflozin 20 mg oral tablet	2637859
bexarotene	233272
bexarotene 0.01 mg/mg topical gel	308724
bexarotene 1 % topical gel	308724
bexarotene 75 mg oral capsule	308725
bexsero	1601403
bextra	323810
bexxar tositumomab dosimetric packaging	797583
bexxar tositumomab therapeutic packaging	798210
beyaz 28 day pack	1013630
beyfortus	2642408
beyondclear skin clearing system	1300908
bezafibrate	1525
bezafibrate 200 mg oral tablet	199700
bezafibrate 300 mg oral tablet	432652
bezafibrate 400 mg 24 hr extended release oral tablet	433853
bezafibrate 400 mg 24hr extended release oral tablet	433853
bezafibrate 400 mg extended release oral tablet	199823
bezlotoxumab	1855048
bezlotoxumab 1000 mg in 40 ml injection	1855052
bezlotoxumab 1000 mg per 40 ml injection	1855052
bezlotoxumab 25 mg/ml injection	1855058
bf-paradac	1046372
biancaea decapetala root bark extract	2539931
biancaea sappan wood extract	1806891
biavax ii	91993
biaxin	203729
biaxin 4 tablet blister pack	834245
biaxin xl pac 14 count, 7 day pack	835342
biaxin xl pac 14 tablet pack	835342
bicalutamide	83008
bicalutamide 150 mg oral tablet	349406
bicalutamide 50 mg oral tablet	199123
bicarbonate ion	1546277
bicarsim	1086436
bichloracetic acid kahlenberg	91994
bicillin	225110
bicillin l-a	215674
bicisate	1306100
bicisate dihydrochloride	1306099
bicitra	215675
biclora	1358160
biclora-d	1361693
biclotymol	236268
bicnu	343027
bicozene	215676
bictegravir	1999660
bictegravir / emtricitabine / tenofovir alafenamide	1996259
bictegravir 30 mg (as bictegravir sodium 31.5 mg) / emtricitabine 120 mg / tenofovir alafenamide 15 mg (as tenofovir alafenamide fumarate 16.5 mg) oral tablet	2584354
bictegravir 30 mg / emtricitabine 120 mg / tenofovir alafenamide 15 mg oral tablet	2584354
bictegravir 50 mg (as bictegravir sodium 52.5 mg) / emtricitabine 200 mg / tenofovir alafenamide 25 mg (as tenofovir alafenamide fumarate 28 mg) oral tablet	1999667
bictegravir 50 mg / emtricitabine 200 mg / tenofovir alafenamide 25 mg oral tablet	1999667
bictegravir sodium	1999661
bicyclohexylammonium fumagillin	1926481
bidens bipinnata top extract	1311562
bidens bipinnata whole extract	1312544
bidens pilosa leaf extract	1947407
bidens pilosa whole extract	1372634
bidens tripartita flowering top extract	1361491
bidex	215678
bidhist	540359
bidil	303838
bifemelane	47111
bifemelane 50 mg oral tablet	249157
bifenthrin	2475177
bifera	849609
biferarx	978677
bifidobacterium animalis	1550045
bifidobacterium animalis / bifidobacterium bifidum / lacticaseibacillus rhamnosus / lactobacillus acidophilus	2529787
bifidobacterium animalis / bifidobacterium longum / lactobacillus acidophilus	1150100
bifidobacterium animalis / lactobacillus acidophilus	2043694
bifidobacterium animalis 11100000000 unt/ml oral suspension	2596169
bifidobacterium animalis 15,000,000,000 unt / lactobacillus acidophilus 16,000,000,000 unt oral capsule	2043695
bifidobacterium animalis 15000000000 unt / lactobacillus acidophilus 16000000000 unt oral capsule	2043695
bifidobacterium animalis 16 billion unt / lactobacillus acidophilus 17 billion unt oral capsule	2604779
bifidobacterium animalis 16,000,000,000 unt / lactobacillus acidophilus 16,000,000,000 unt oral capsule	2362247
bifidobacterium animalis 16,000,000,000 unt / lactobacillus acidophilus 17,000,000,000 unt oral capsule	2604779
bifidobacterium animalis 16000000000 unt / lactobacillus acidophilus 16000000000 unt oral capsule	2362247
bifidobacterium animalis 16000000000 unt / lactobacillus acidophilus 17000000000 unt oral capsule	2604779
bifidobacterium animalis 3500000000 unt / bifidobacterium bifidum 1000000000 unt / lacticaseibacillus rhamnosus 500000000 unt / lactobacillus acidophilus 1000000000 unt oral capsule	1241764
bifidobacterium animalis 3500000000 unt / bifidobacterium bifidum 1000000000 unt / lactobacillus acidophilus 1000000000 unt / lactobacillus casei rhamnosus 500000000 unt oral capsule	1241764
bifidobacterium animalis 5 billion cell oral capsule	1550050
bifidobacterium animalis 6 mg oral capsule	1550050
bifidobacterium animalis 6000000000 unt / bifidobacterium longum 1500000000 unt / lactobacillus acidophilus 7500000000 unt oral capsule	1150101
bifidobacterium animalis 7.5 billion unt / lactobacillus acidophilus 8 billion unt oral capsule	2166201
bifidobacterium animalis 7500000000 unt / lactobacillus acidophilus 8000000000 unt oral capsule	2166201
bifidobacterium animalis lactis 15,000,000,000 unt / lactobacillus acidophilus 16,000,000,000 unt oral capsule	2043695
bifidobacterium animalis lactis 16,000,000,000 unt / lactobacillus acidophilus 16,000,000,000 unt oral capsule	2362247
bifidobacterium animalis lactis b420	2667739
bifidobacterium bifidum	285148
bifidobacterium bifidum / bifidobacterium longum	1236648
bifidobacterium bifidum 1,000,000,000 unt per 0.5 gm oral powder	582224
bifidobacterium bifidum 2 billion cells per gm oral powder	582224
bifidobacterium bifidum 2,000,000,000 unt/gm oral powder	582224
bifidobacterium bifidum 2000000 unt/mg oral powder	582224
bifidobacterium bifidum 9 billion unt / bifidobacterium longum 1 billion unt oral capsule	1236649
bifidobacterium bifidum 9000000000 unt / bifidobacterium longum 1000000000 unt oral capsule	1236649
bifidobacterium bifidum bgn4	2607767
bifidobacterium bifidum r0071	2613771
bifidobacterium breve	2110011
bifidobacterium infantis	100213
bifidobacterium infantis 1,000,000,000 unt per 0.5 gm oral powder	905002
bifidobacterium infantis 1,500,000,000 unt oral capsule	1375942
bifidobacterium infantis 1.5 billion unt oral capsule	1375942
bifidobacterium infantis 10.5 mg chewable tablet	1808618
bifidobacterium infantis 1500000000 unt oral capsule	1375942
bifidobacterium infantis 2,000,000,000 unt/gm oral powder	905002
bifidobacterium infantis 2000000 unt/mg oral powder	905002
bifidobacterium infantis 4 mg oral capsule	795705
bifidobacterium infantis 8 billion unt powder for oral suspension	2003327
bifidobacterium infantis 8000000000 unt powder for oral suspension	2003327
bifidobacterium lactis 3,000,000,000 unt in 0.27 ml oral suspension	2596169
bifidobacterium lactis 3,000,000,000 unt per 0.27 ml oral suspension	2596169
bifidobacterium lactis 6,000,000,000 unt / bifidobacterium longum 1,500,000,000 unt / lactobacillus acidophilus 7,500,000,000 unt oral capsule	1150101
bifidobacterium lactis bi-07	2374919
bifidobacterium longum	1150096
bifonazole	19295
bifonazole / diphenhydramine	1008872
bifonazole / urea	1008320
bifonazole 0.01 mg/mg / diphenhydramine hydrochloride 0.00125 mg/mg topical gel	1293995
bifonazole 0.01 mg/mg / urea 0.4 mg/mg topical ointment	246751
bifonazole 0.01 mg/mg topical gel	416348
bifonazole 0.02 mg/mg topical powder	419038
bifonazole 1 % / diphenhydramine hydrochloride 0.125 % topical gel	1293995
bifonazole 1 % / diphenhydramine hydrochloride 0.125 % topical lotion	1293998
bifonazole 1 % / diphenhydramine hydrochloride 0.125 % topical spray	1293999
bifonazole 1 % topical cream	199434
bifonazole 10 mg/ml / diphenhydramine hydrochloride 1.25 mg/ml topical lotion	1293998
bifonazole 10 mg/ml / diphenhydramine hydrochloride 1.25 mg/ml topical spray	1293999
bifonazole 10 mg/ml / urea 400 mg/ml topical cream	251625
bifonazole 10 mg/ml topical cream	199434
bifonazole 10 mg/ml topical lotion	251624
bifonazole 10 mg/ml topical solution	248079
bigeloil	993749
biguanide	1918319
bijuva	2108925
biktarvy	1999668
bilberry extract	125929
bilberry juice extract	2266499
bilberry seed extract	1370991
bilberry seed oil	1484494
bile salts	1540
bile salts / pancreatin / pepsin a	1008996
bile salts 150 mg / pancreatin 300 mg / pepsin a 250 mg delayed release oral tablet	308734
bile salts 150 mg / pancreatin 300 mg / pepsin a 250 mg oral tablet	313862
bile salts 300 mg oral capsule	308735
bile salts 325 mg oral tablet	243532
bilirubin preparation	2285328
bilopaque sodium	215680
bilovet	2560111
biltricide	204264
bimatoprost	283810
bimatoprost 0.01 % ophthalmic solution	1009339
bimatoprost 0.01 mg drug implant	2286602
bimatoprost 0.03 % eyelash topical solution	1041495
bimatoprost 0.03 % ophthalmic solution	308739
bimatoprost 0.1 mg/ml ophthalmic solution	1009339
bimatoprost 0.3 mg/ml ophthalmic solution	308739
bimatoprost 0.3 mg/ml topical solution	1041495
bimatoprost 10 mcg drug implant	2286602
bimatoprost 10 mcg intracameral implant	2286602
bimectin	867598
bimectin plus	2121101
bimekizumab	2668041
bimekizumab-bkzx	2668080
bimekizumab-bkzx 160 mg in 1 ml auto-injector	2668099
bimekizumab-bkzx 160 mg in 1 ml prefilled syringe	2668086
bimekizumab-bkzx 160 mg per 1 ml auto-injector	2668099
bimekizumab-bkzx 160 mg per 1 ml prefilled syringe	2668086
bimekizumab-bkzx 160 mg/ml auto-injector	2668100
bimekizumab-bkzx 160 mg/ml prefilled syringe	2668087
bimzelx	2668088
binaca fluoride anticavity	1098465
binetrakin	1426682
binimetinib	2049122
binimetinib 15 mg oral tablet	2049127
binora	629366
binosto	1248078
bio-d-mulsion	1088535
bio-kool	2118547
bio-mycin	1094904
bio-statin	215681
bio-tab	540310
bio-throid	701606
bioallethrin	19338
bioallethrin / piperonyl butoxide	814380
bioallethrin 11 mg/ml / piperonyl butoxide 44 mg/ml medicated shampoo	250948
bioallethrin 6.3 mg/ml / piperonyl butoxide 50.4 mg/ml topical spray	409117
bioallethrin 6.6 mg/ml / piperonyl butoxide 26.4 mg/ml topical spray	409331
bioblast	1596681
biocef	215682
biochemistry heel no pain	1488329
biocorneum	1235743
bioease pain relieving cold therapy	1487157
bioflexor	1304404
biofreeze	1043229
biogaia	1247273
biogastrone	227465
biokera	1435359
biolle tears	1745010
biolon	203831
biomox	215687
bion tears	1088214
bionafem	2123146
bionect	607707
biophylline	353577
bioplex brand of carbenoxolone sodium	385321
bioral	227467
biore	1192650
biorphen	151441
biosaccharide gum-1	1424360
biosaccharide gum-2	1541235
biosaccharide gum-4	1541734
biothrax	404894
biotin	1588
biotin / calcium carbonate	1007778
biotin / chromium picolinate	1007997
biotin / cysteine / silicon dioxide	1007991
biotin / dexpanthenol / niacinamide / zinc pyrithione	1099032
biotin / dicalcium phosphate	1006913
biotin / folic acid / magnesium oxide / pantothenate / vitamin a / vitamin e	1008153
biotin / niacinamide / panthenol / zinc pyrithione	1117114
biotin / nicotinamide adenine dinucleotide (nad) / panthenol / zinc pyrithione	1044981
biotin / panthenol	1488577
biotin / zinc pyrithione	2001515
biotin 0.0006 mg/mg / zinc pyrithione 0.021 mg/mg medicated bar soap	2001516
biotin 0.002 % topical solution	1044988
biotin 0.005 mg oral tablet	245457
biotin 0.02 mg/ml topical solution	1044988
biotin 0.05 mg oral tablet	243786
biotin 0.06 % / dexpanthenol 0.5 % / niacinamide 0.3 % / zinc pyrithione 2.1 % topical solution	1099033
biotin 0.06 % / nadide 0.3 % / panthenol 0.6 % / zinc pyrithione 2.1 % medicated shampoo	1044982
biotin 0.06 % / niacinamide 0.3 % / panthenol 0.5 % / zinc pyrithione 1 % medicated shampoo	2375032
biotin 0.06 % / niacinamide 0.3 % / panthenol 0.5 % / zinc pyrithione 2.1 % medicated shampoo	1117116
biotin 0.06 % / panthenol 0.2 % medicated shampoo	1488578
biotin 0.06 % / zinc pyrithione 2.1 % medicated bar soap	2001516
biotin 0.06 % medicated shampoo	1294439
biotin 0.06 % topical solution	1297304
biotin 0.1 mg oral tablet	245458
biotin 0.25 mg oral capsule	412019
biotin 0.25 mg oral tablet	245459
biotin 0.3 mg / dicalcium phosphate 27 mg oral tablet	259097
biotin 0.3 mg oral capsule	243785
biotin 0.3 mg oral tablet	308743
biotin 0.4 mg oral capsule	252833
biotin 0.4 mg oral tablet	198506
biotin 0.5 mg oral capsule	245456
biotin 0.5 mg oral tablet	429885
biotin 0.6 mg oral tablet	199185
biotin 0.6 mg/ml / dexpanthenol 5 mg/ml / niacinamide 3 mg/ml / zinc pyrithione 21 mg/ml topical solution	1099033
biotin 0.6 mg/ml / niacinamide 3 mg/ml / panthenol 5 mg/ml / zinc pyrithione 10 mg/ml medicated shampoo	2375032
biotin 0.6 mg/ml / niacinamide 3 mg/ml / panthenol 5 mg/ml / zinc pyrithione 21 mg/ml medicated shampoo	1117116
biotin 0.6 mg/ml / nicotinamide adenine dinucleotide (nad) 3 mg/ml / panthenol 6 mg/ml / zinc pyrithione 21 mg/ml medicated shampoo	1044982
biotin 0.6 mg/ml / panthenol 2 mg/ml medicated shampoo	1488578
biotin 0.6 mg/ml medicated shampoo	1294439
biotin 0.6 mg/ml topical solution	1297304
biotin 0.8 mg / calcium carbonate 488 mg (calcium 195 mg) oral tablet	824590
biotin 0.8 mg / calcium carbonate 488 mg oral tablet	824590
biotin 0.8 mg / dicalcium phosphate 62 mg oral tablet	200054
biotin 0.8 mg oral tablet	199021
biotin 1 mg chewable tablet	1792381
biotin 1 mg extended release oral tablet	245460
biotin 1 mg oral capsule	198504
biotin 1 mg oral tablet	240952
biotin 10 mg disintegrating oral tablet	1726210
biotin 10 mg oral capsule	308742
biotin 10 mg oral tablet	240758
biotin 10,000 mcg disintegrating oral tablet	1726210
biotin 10,000 mcg oral capsule	308742
biotin 10,000 mcg oral tablet	240758
biotin 1000 mcg chewable tablet	1792381
biotin 1000 mcg oral tablet	240952
biotin 15 mg / calcium pantothenate 27.4 mg / folate 0.904 mg / magnesium oxide 8.29 mg / retinol acetate 10.8 mg / vitamin e 60 mg oral tablet	348953
biotin 15 mg / calcium pantothenate 27.4 mg / folic acid 0.904 mg / magnesium oxide 8.29 mg / retinol acetate 10.8 mg / vitamin e 60 mg oral tablet	348953
biotin 2 mg / chromium picolinate 0.6 mg oral capsule	616640
biotin 2 mg / chromium picolinate 6 mcg oral capsule	616640
biotin 2,500 mcg chewable oral tablet	2056453
biotin 2.5 mg chewable tablet	2056453
biotin 2.5 mg oral capsule	412018
biotin 2.5 mg oral tablet	199209
biotin 2500 mcg oral capsule	412018
biotin 2500 mcg oral tablet	199209
biotin 3 mg / cysteine 50 mg / silicon dioxide 100 mg oral tablet	577769
biotin 3 mg oral tablet	198505
biotin 300 mcg oral capsule	243785
biotin 300 mcg oral tablet	308743
biotin 3000 mcg / silicon dioxide 100 mg / cysteine 50 mg oral tablet	577769
biotin 400 mcg oral tablet	198506
biotin 5 mg / cysteine 50 mg / silicon dioxide 100 mg oral tablet	672519
biotin 5 mg chewable tablet	1790658
biotin 5 mg disintegrating oral tablet	1606308
biotin 5 mg oral capsule	308744
biotin 5 mg oral tablet	198507
biotin 5 mg sublingual tablet	1998851
biotin 5,000 mcg chewable oral tablet	1790658
biotin 50 mcg oral tablet	243786
biotin 5000 mcg / silicon dioxide 100 mg / cysteine 50 mg oral tablet	672519
biotin 5000 mcg disintegrating oral tablet	1606308
biotin 5000 mcg oral capsule	308744
biotin 5000 mcg oral tablet	198507
biotin 5000 mcg sublingual tablet	1998851
biotin 600 mcg oral tablet	199185
biotin 7.5 mg oral capsule	283445
biotin 7.5 mg oral tablet	835499
biotin 7500 mcg oral tablet	835499
biotin 800 mcg / calcium 195 mg oral tablet, as calcium carbonate	824590
biotin 800 mcg / calcium phosphate, dibasic 62 mg oral tablet	200054
biotin 800 mcg oral tablet	199021
biotinoyl tripeptide-1	1368137
biotussin	995842
biozide	1246887
biperiden	1589
biperiden 4 mg extended release oral capsule	248812
biperiden 4 mg extended release oral tablet	246311
biperiden hcl 2 mg oral tablet	857395
biperiden hydrochloride	91154
biperiden hydrochloride 2 mg oral tablet	857395
biperiden hydrochloride 5 mg/ml injectable solution	857393
biperiden lactate	19377
biperiden lactate 5 mg/ml injectable solution	857399
biphasic 12 hr hyoscyamine sulfate 0.375 mg extended release oral tablet	1807886
bird pepper extract	1370777
bird-of-paradise tree whole extract	2603830
bis(1,10-phenanthroline)copper(2+) ion	1797117
bis(1,3-dimethylbutyl) sulfosuccinate	2465234
bis(1-methylamyl) sodium sulfosuccinate	1364856
bis(1-methylamyl) sulfosuccinate	1370615
bis(1-piperidylthiocarbonyl)disulfide	1426773
bis-diglyceryl polyacyladipate-1	2532536
bis-diglyceryl polyacyladipate-2	1721708
bis-ethoxydiglycol cyclohexane 1,4-dicarboxylate	2283759
bis-ethoxydiglycol succinate	1363915
bis-ethylhexyl hydroxydimethoxy benzylmalonate	1313226
bis-hydroxyethoxypropyl dimethicone (37 cst)	1429043
bis-hydroxyethoxypropyl dimethicone (50 cst)	1359084
bis-isobutylene ppg-20	1664650
bis-mate	1088822
bis-octyldodecyl dimer dilinoleate - propanediol copolymer	2167166
bis-oleamido isopropyl alcohol	2286805
bis-peg ppg-16-16 peg-ppg-16-16 dimethicone	1495477
bis-peg-10 dimethicone dimer dilinoleate copolymer	1544483
bis-peg-12 dimethicone (500 mpa.s)	1663736
bis-peg-12 dimethicone (70 mpa.s)	1858282
bis-peg-18 methyl ether dimethyl silane	1314269
bis-peg-ppg-14-14 dimethicone	1609071
bis-peg/ppg-20/20 dimethicone	1739981
bis-phenylpropyl dimethicone (15 cst)	1595581
bisa-plex	215692
bisabolol	19461
bisabolol 5 mg/ml medicated shampoo	426020
bisabolol oxide a	2043281
bisabolol oxide b, (-)	1732120
bisac-evac	215693
bisacodyl	1596
bisacodyl / casanthranol	1006926
bisacodyl / docusate	1007262
bisacodyl / simethicone	1008118
bisacodyl / tannic acid	690448
bisacodyl 0.333 mg/ml enema	308749
bisacodyl 1 mg/ml enema	422665
bisacodyl 1 mg/ml oral solution	250669
bisacodyl 1.5 mg / tannic acid 2500 mg enema	308745
bisacodyl 10 mg / docusate sodium 100 mg rectal suppository	1248150
bisacodyl 10 mg / doss sodium 100 mg rectal suppository	1248150
bisacodyl 10 mg / simethicone 50 mg oral tablet	250735
bisacodyl 10 mg delayed release oral tablet	313872
bisacodyl 10 mg per 10 ml enema	422665
bisacodyl 10 mg per 30 ml enema	308749
bisacodyl 10 mg rectal suppository	198509
bisacodyl 2 mg/ml enema	245323
bisacodyl 2 mg/ml oral solution	422756
bisacodyl 2.5 mg delayed release oral tablet	433722
bisacodyl 2.74 mg/ml enema	561978
bisacodyl 5 mg / casanthranol 30 mg oral tablet	252351
bisacodyl 5 mg / docusate sodium 100 mg delayed release oral tablet	1248151
bisacodyl 5 mg / docusate sodium 16.75 mg oral tablet	2262704
bisacodyl 5 mg / doss sodium 100 mg delayed release oral tablet	1248151
bisacodyl 5 mg / doss sodium 16.75 mg oral tablet	2262704
bisacodyl 5 mg delayed release oral tablet	308753
bisacodyl 5 mg enteric coated oral tablet	308753
bisacodyl 5 mg rectal suppository	313863
bisacodyl 7.5 mg delayed release oral tablet	433723
bisco-lax	215694
bisdequalinium	19464
bisdequalinium / prednisolone	1007726
bisdequalinium 4.8 mg/ml / prednisolone 2.5 mg/ml topical cream	416363
bisdequalinium diacetate	236889
bisdisulizole	1811860
bisdisulizole disodium	1811859
bishydroxyethyl dihydroxypropyl stearammonium	1494975
bishydroxyethyl dihydroxypropyl stearammonium chloride	1494974
bismarex	215695
bismusal	1049296
bismuth	1599
bismuth / naphazoline	1007677
bismuth / pectin	1009063
bismuth 0.03 mg/mg / naphazoline 0.0004 mg/mg topical ointment	418908
bismuth 1 mg/ml oral solution	421948
bismuth 30 mg/ml / pectin 7.5 mg/ml oral suspension	251219
bismuth aluminate	40762
bismuth aluminate / docusate	1008003
bismuth aluminate / magnesium trisilicate	1008663
bismuth aluminate 200 mg oral tablet	430018
bismuth aluminate 300 mg / magnesium trisilicate 500 mg oral tablet	429682
bismuth aluminate 50 mg / docusate calcium 150 mg oral tablet	1248247
bismuth aluminate 50 mg / doss calcium 150 mg oral tablet	1248247
bismuth biskalcitrate	687227
bismuth biskalcitrate / metronidazole / tetracycline	818629
bismuth biskalcitrate 140 mg / metronidazole 125 mg / tetracycline 125 mg oral capsule	687231
bismuth camphocarbonate	237087
bismuth camphocarbonate / guaifenesin	1008560
bismuth camphocarbonate 150 mg / guaifenesin 250 mg rectal suppository	247960
bismuth carbonate	19469
bismuth carbonate / simethicone	816243
bismuth carbonate 250 mg / simethicone 300 mg oral tablet	252160
bismuth cation	1546284
bismuth chloride oxide	236964
bismuth chloride oxide / prednisolone / zinc oxide	1008707
bismuth chloride oxide 44 mg / prednisolone 2 mg / zinc oxide 66 mg rectal suppository	421480
bismuth chloride oxide 44 mg / prednisolone 2 mg / zno 66 mg rectal suppository	421480
bismuth dipropylacetate	324003
bismuth dipropylacetate 135 mg rectal suppository	248444
bismuth dipropylacetate 67.5 mg rectal suppository	248443
bismuth formic iodide 16 % topical powder	199893
bismuth hydroxide	235954
bismuth hydroxide / pectin	1008952
bismuth hydroxide 600 mg / pectin 80 mg chewable tablet	252051
bismuth oxide	19472
bismuth oxide 200 mg oral tablet	429453
bismuth oxide 24 mg/ml oral suspension	250048
bismuth oxychloride	1311517
bismuth phosphate	2600775
bismuth subcarbonate	19475
bismuth subcarbonate / kaolin / pectin	690451
bismuth subcarbonate / morphine	690452
bismuth subcarbonate 300 mg / morphine sulfate 0.5 mg oral tablet	895933
bismuth subcarbonate 300 mg / ms 0.5 mg oral tablet	895933
bismuth subcarbonate 50 mg oral tablet	430095
bismuth subcarbonate 8.67 mg/ml / kaolin 173 mg/ml / pectin 8.67 mg/ml oral suspension	308727
bismuth subcitrate	47181
bismuth subcitrate / metronidazole / tetracycline	1007769
bismuth subcitrate 108 mg chewable tablet	433222
bismuth subcitrate 120 mg oral tablet	199701
bismuth subcitrate 14 mg/ml oral solution	421927
bismuth subcitrate 140 mg / metronidazole 125 mg / tetracycline 125 mg oral capsule	687231
bismuth subcitrate 140 mg / metronidazole 125 mg / tetracycline hcl 125 mg oral capsule	1294619
bismuth subcitrate 140 mg / metronidazole 125 mg / tetracycline hydrochloride 125 mg oral capsule	1294619
bismuth subcitrate 150 mg oral capsule	409803
bismuth subcitrate 150 mg oral tablet	430688
bismuth subcitrate 24 mg/ml oral solution	249999
bismuth subcitrate 300 mg oral capsule	409805
bismuth subcitrate 300 mg oral tablet	430687
bismuth subcitrate 304 mg oral tablet	430689
bismuth subcitrate 500 mg oral capsule	409804
bismuth subcitrate potassium	1294617
bismuth subgallate	19476
bismuth subgallate / butoxycaine / zinc oxide	1006972
bismuth subgallate / hydrocortisone	1007391
bismuth subgallate / mepenzolate / phthalylsulfathiazole	1008442
bismuth subgallate / phthalylsulfathiazole	1007393
bismuth subgallate 0.0225 mg/mg / hydrocortisone 10 mg rectal suppository	259324
bismuth subgallate 100 mg / butoxycaine 10 mg / zinc oxide 50 mg rectal suppository	421243
bismuth subgallate 100 mg / butoxycaine 10 mg / zno 50 mg rectal suppository	421243
bismuth subgallate 2.25 % / hydrocortisone 10 mg rectal suppository	259324
bismuth subgallate 20 mg/ml / phthalylsulfathiazole 12.5 mg/ml oral suspension	251650
bismuth subgallate 200 mg / mepenzolate 25 mg / phthalylsulfathiazole 500 mg oral tablet	433691
bismuth subgallate 200 mg chewable tablet	308757
bismuth subgallate 200 mg oral capsule	283720
bismuth subgallate 200 mg oral tablet	430093
bismuth subgallate 300 mg oral tablet	435216
bismuth subgallate 300 mg rectal suppository	153869
bismuth subgallate 324 mg oral tablet	198510
bismuth subgallate 400 mg chewable tablet	199253
bismuth subgallate 400 mg oral tablet	204904
bismuth subnitrate	19477
bismuth subnitrate / calcium carbonate / magnesium carbonate	690608
bismuth subnitrate / cerium oxalate	1007625
bismuth subnitrate / polidocanol / zinc oxide	1008187
bismuth subnitrate 0.005 mg/mg / polidocanol 0.04 mg/mg / zinc oxide 0.1 mg/mg topical ointment	419012
bismuth subnitrate 0.005 mg/mg / polidocanol 0.04 mg/mg / zno 0.1 mg/mg topical ointment	419012
bismuth subnitrate 0.025 mg/mg / polidocanol 0.05 mg/mg / zinc oxide 0.05 mg/mg topical ointment	419011
bismuth subnitrate 0.025 mg/mg / polidocanol 0.05 mg/mg / zno 0.05 mg/mg topical ointment	419011
bismuth subnitrate 130 mg / cerium oxalate 130 mg oral tablet	246842
bismuth subnitrate 30 mg / calcium carbonate 225 mg / magnesium carbonate 160 mg oral tablet	308728
bismuth subsalicylate	19478
bismuth subsalicylate / calcium carbonate	690610
bismuth subsalicylate / kaolin	1249101
bismuth subsalicylate 1.75 % oral suspension	308762
bismuth subsalicylate 10 mg/ml oral suspension	252942
bismuth subsalicylate 102 mg chewable tablet	308759
bismuth subsalicylate 105 mg/ml oral suspension	616343
bismuth subsalicylate 1050 mg in 10 ml oral suspension	616343
bismuth subsalicylate 1050 mg in 30 ml oral suspension	308763
bismuth subsalicylate 1050 mg per 10 ml oral suspension	616343
bismuth subsalicylate 1050 mg per 30 ml oral suspension	308763
bismuth subsalicylate 17.4 mg/ml oral suspension	422011
bismuth subsalicylate 17.5 mg/ml / kaolin 33.3 mg/ml oral suspension	1249102
bismuth subsalicylate 17.5 mg/ml oral suspension	308762
bismuth subsalicylate 20 mg/ml oral suspension	582239
bismuth subsalicylate 23 mg/ml oral suspension	243421
bismuth subsalicylate 262 mg / calcium carbonate 350 mg chewable tablet	247620
bismuth subsalicylate 262 mg / calcium carbonate 495 mg chewable tablet	250980
bismuth subsalicylate 262 mg / calcium carbonate 67.5 mg oral tablet	249121
bismuth subsalicylate 262 mg / kaolin 500 mg per 15 ml oral suspension	1249102
bismuth subsalicylate 262 mg chewable tablet	308761
bismuth subsalicylate 262 mg chewable tablet (112) / metronidazole 250 mg oral tablet (56) / tetracycline hcl 500 mg oral capsule (56) pack	758019
bismuth subsalicylate 262 mg chewable tablet (112) / metronidazole 250 mg oral tablet (56) / tetracycline hydrochloride 500 mg oral capsule (56) pack	758019
bismuth subsalicylate 262 mg oral capsule	2121072
bismuth subsalicylate 262 mg oral tablet	308760
bismuth subsalicylate 262 mg per 15 ml oral suspension	308762
bismuth subsalicylate 262 mg powder for oral suspension	1721449
bismuth subsalicylate 300 mg / calcium carbonate 350 mg chewable tablet	248445
bismuth subsalicylate 300 mg chewable tablet	204908
bismuth subsalicylate 300 mg oral tablet	328164
bismuth subsalicylate 300 mg per 15 ml oral suspension	582239
bismuth subsalicylate 35 mg/ml oral suspension	308763
bismuth subsalicylate 524 mg per 30 ml oral suspension	308762
bismuth subsalicylate 525 mg in 30 ml oral suspension	308762
bismuth subsalicylate 525 mg oral powder	1191695
bismuth subsalicylate 525 mg oral tablet	1998447
bismuth subsalicylate 525 mg per 15 ml oral suspension	308763
bismuth subsalicylate 525 mg per 30 ml oral suspension	308762
bismuth subsalicylate 600 mg chewable tablet	433903
bismuth subsalicylate 600 mg oral tablet	430094
bismuth subsalicylate 87 mg in 5 ml oral suspension	422011
bismuth subsalicylate 87 mg per 5 ml oral suspension	422011
