mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,ndc_property_rxcui,ndc_property_display,display_rxcui,display_source
00074438010,Cisatracurium Besylate,http://www.nlm.nih.gov/research/umls/rxnorm,210677,Nimbex 2 MG/ML Injectable Solution,"RxNorm 20231106 lists this NDC on RxCUI 210677. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,210677,Nimbex 2 MG/ML Injectable Solution,136561,Cisatracurium Besylate
00074438220,Cisatracurium Besylate,http://www.nlm.nih.gov/research/umls/rxnorm,210676,Nimbex 200 MG in 20 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 210676. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,210676,Nimbex 200 MG in 20 ML Injection,136561,Cisatracurium Besylate
00074444005,Tracleer,http://www.nlm.nih.gov/research/umls/rxnorm,323502,Tracleer,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Tracleer', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,323502,Tracleer
00074454801,Pentamidine Isethionate,http://www.nlm.nih.gov/research/umls/rxnorm,7995,pentamidine isethionate,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Pentamidine Isethionate', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,7995,Pentamidine Isethionate
00074455211,Synthroid,http://www.nlm.nih.gov/research/umls/rxnorm,966247,SYNTHROID 50 MCG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 966247. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,966247,SYNTHROID 50 MCG Oral Tablet,224920,Synthroid
00074490334,Lidocaine,http://www.nlm.nih.gov/research/umls/rxnorm,6387,lidocaine,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Lidocaine', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,6387,Lidocaine
00074518211,Synthroid,http://www.nlm.nih.gov/research/umls/rxnorm,966171,SYNTHROID 75 MCG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 966171. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,966171,SYNTHROID 75 MCG Oral Tablet,224920,Synthroid
00074568113,valproic acid (as sodium salt),http://www.nlm.nih.gov/research/umls/rxnorm,11118,valproic acid,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'valproic acid (as sodium salt)', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,11118,valproic acid (as sodium salt)
00074568216,Valproic Acid Solution,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Valproic Acid Solution' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00074611411,Valproic Acid,http://www.nlm.nih.gov/research/umls/rxnorm,11118,valproic acid,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Valproic Acid', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,11118,Valproic Acid
00074612290,Tricor,http://www.nlm.nih.gov/research/umls/rxnorm,220456,Tricor,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Tricor', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,220456,Tricor
00074612390,Tricor,http://www.nlm.nih.gov/research/umls/rxnorm,220456,Tricor,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Tricor', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,220456,Tricor
00074621211,Divalproex Sodium,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Divalproex Sodium' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00074621411,Divalproex Sodium,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Divalproex Sodium' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00074621511,Valproic Acid,http://www.nlm.nih.gov/research/umls/rxnorm,11118,valproic acid,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Valproic Acid', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,11118,Valproic Acid
00074621702,Lidocaine,http://www.nlm.nih.gov/research/umls/rxnorm,6387,lidocaine,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Lidocaine', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,6387,Lidocaine
00074630413,ERYTHROMYCIN,http://www.nlm.nih.gov/research/umls/rxnorm,4053,erythromycin,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'ERYTHROMYCIN', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,4053,ERYTHROMYCIN
00074636902,Erythromycin Ethylsuccinate Suspension,http://www.nlm.nih.gov/research/umls/rxnorm,863603,E.E.S. 200 MG in 5 mL Oral Suspension,"RxNorm 20231106 lists this NDC on RxCUI 863603. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,863603,E.E.S. 200 MG in 5 mL Oral Suspension,4056,Erythromycin Ethylsuccinate Suspension
00074659413,Levothyroxine Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,40144,levothyroxine sodium,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Levothyroxine Sodium', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,40144,Levothyroxine Sodium
00074659490,Levothyroxine Sodium (Synthroid),http://www.nlm.nih.gov/research/umls/rxnorm,966282,SYNTHROID 88 MCG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 966282. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,966282,SYNTHROID 88 MCG Oral Tablet,,
00074662411,Synthroid,http://www.nlm.nih.gov/research/umls/rxnorm,966250,SYNTHROID 100 MCG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 966250. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,966250,SYNTHROID 100 MCG Oral Tablet,224920,Synthroid
00074662490,Levothyroxine Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,966250,SYNTHROID 100 MCG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 966250. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,966250,SYNTHROID 100 MCG Oral Tablet,40144,Levothyroxine Sodium
00074662502,Sodium Bicarbonate,http://www.nlm.nih.gov/research/umls/rxnorm,36676,sodium bicarbonate,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Sodium Bicarbonate', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,36676,Sodium Bicarbonate
00074663322,Ritonavir (Oral Solution),,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Ritonavir (Oral Solution)' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00074679922,Lopinavir-Ritonavir,http://www.nlm.nih.gov/research/umls/rxnorm,847741,Kaletra 200 MG / 50 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 847741. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,847741,Kaletra 200 MG / 50 MG Oral Tablet,284640,Lopinavir-Ritonavir
00074704101,Norepinephrine,http://www.nlm.nih.gov/research/umls/rxnorm,7512,norepinephrine,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Norepinephrine', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,7512,Norepinephrine
00074706811,Synthroid,http://www.nlm.nih.gov/research/umls/rxnorm,966191,SYNTHROID 125 MCG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 966191. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,966191,SYNTHROID 125 MCG Oral Tablet,224920,Synthroid
00074706890,Levothyroxine Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,966191,SYNTHROID 125 MCG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 966191. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,966191,SYNTHROID 125 MCG Oral Tablet,40144,Levothyroxine Sodium
00074707013,Levoxyl,http://www.nlm.nih.gov/research/umls/rxnorm,218002,Levoxyl,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Levoxyl', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,218002,Levoxyl
00074707090,Levothyroxine Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,966205,SYNTHROID 175 MCG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 966205. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,966205,SYNTHROID 175 MCG Oral Tablet,40144,Levothyroxine Sodium
00074712611,Divalproex Sodium ER,http://www.nlm.nih.gov/research/umls/rxnorm,1099571,Depakote ER 500 MG 24HR Extended Release Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 1099571. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1099571,Depakote ER 500 MG 24HR Extended Release Oral Tablet,,
00074744501,Cimetidine HCl,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Cimetidine HCl' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00074744716,Cimetidine HCL,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Cimetidine HCL' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00074792201,D5W,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'D5W' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00074792337,D5W,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'D5W' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00074909461,Fentanyl PCA,http://www.nlm.nih.gov/research/umls/rxnorm,4337,fentanyl,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Fentanyl PCA', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,4337,Fentanyl PCA
00074929613,Synthroid,http://www.nlm.nih.gov/research/umls/rxnorm,224920,Synthroid,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Synthroid', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,224920,Synthroid
00074929690,Synthroid,http://www.nlm.nih.gov/research/umls/rxnorm,966185,SYNTHROID 112 MCG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 966185. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,966185,SYNTHROID 112 MCG Oral Tablet,224920,Synthroid
00074937402,Humira,http://www.nlm.nih.gov/research/umls/rxnorm,353484,Humira,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Humira', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,353484,Humira
00075001600,Desmopressin Acetate,http://www.nlm.nih.gov/research/umls/rxnorm,42634,desmopressin acetate,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Desmopressin Acetate', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,42634,Desmopressin Acetate
00075006037,triamcinolone acetonide,http://www.nlm.nih.gov/research/umls/rxnorm,10761,triamcinolone acetonide,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'triamcinolone acetonide', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,10761,triamcinolone acetonide
00075062040,Lovenox,http://www.nlm.nih.gov/research/umls/rxnorm,854236,Lovenox 40 MG in 0.4 mL Prefilled Syringe,"RxNorm 20231106 lists this NDC on RxCUI 854236. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,854236,Lovenox 40 MG in 0.4 mL Prefilled Syringe,225036,Lovenox
00075062041,Enoxaparin Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,221095,enoxaparin sodium,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Enoxaparin Sodium', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,221095,Enoxaparin Sodium
00075062160,Enoxaparin Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,854239,Lovenox 60 MG in 0.6 mL Prefilled Syringe,"RxNorm 20231106 lists this NDC on RxCUI 854239. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,854239,Lovenox 60 MG in 0.6 mL Prefilled Syringe,221095,Enoxaparin Sodium
00075062161,Enoxaparin Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,221095,enoxaparin sodium,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Enoxaparin Sodium', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,221095,Enoxaparin Sodium
00075062280,INV-Enoxaparin,http://www.nlm.nih.gov/research/umls/rxnorm,854242,Lovenox 80 MG in 0.8 ML Prefilled Syringe,"RxNorm 20231106 lists this NDC on RxCUI 854242. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,854242,Lovenox 80 MG in 0.8 ML Prefilled Syringe,67108,INV-Enoxaparin
00075062281,Enoxaparin Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,221095,enoxaparin sodium,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Enoxaparin Sodium', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,221095,Enoxaparin Sodium
00075062300,INV-Enoxaparin,http://www.nlm.nih.gov/research/umls/rxnorm,854249,Lovenox 100 MG in 1 ML Prefilled Syringe,"RxNorm 20231106 lists this NDC on RxCUI 854249. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,854249,Lovenox 100 MG in 1 ML Prefilled Syringe,67108,INV-Enoxaparin
00075062301,Enoxaparin Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,221095,enoxaparin sodium,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Enoxaparin Sodium', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,221095,Enoxaparin Sodium
00075062430,Enoxaparin Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,854232,Lovenox 30 MG in 0.3 mL Prefilled Syringe,"RxNorm 20231106 lists this NDC on RxCUI 854232. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,854232,Lovenox 30 MG in 0.3 mL Prefilled Syringe,221095,Enoxaparin Sodium
00075062431,Enoxaparin Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,221095,enoxaparin sodium,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Enoxaparin Sodium', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,221095,Enoxaparin Sodium
00075245001,Desmopressin,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Desmopressin' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00075245101,Desmopressin Acetate,http://www.nlm.nih.gov/research/umls/rxnorm,42634,desmopressin acetate,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Desmopressin Acetate', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,42634,Desmopressin Acetate
00075245201,Desmopressin Nasal,http://www.nlm.nih.gov/research/umls/rxnorm,3251,desmopressin,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Desmopressin Nasal', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,3251,Desmopressin Nasal
00075291201,Enoxaparin Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,854247,Lovenox 120 MG in 0.8 ML Prefilled Syringe,"RxNorm 20231106 lists this NDC on RxCUI 854247. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,854247,Lovenox 120 MG in 0.8 ML Prefilled Syringe,221095,Enoxaparin Sodium
00075291202,Enoxaparin Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,221095,enoxaparin sodium,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Enoxaparin Sodium', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,221095,Enoxaparin Sodium
00075291501,Enoxaparin Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,854253,Lovenox 150 MG in 1 ML Prefilled Syringe,"RxNorm 20231106 lists this NDC on RxCUI 854253. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,854253,Lovenox 150 MG in 1 ML Prefilled Syringe,221095,Enoxaparin Sodium
00075291502,Enoxaparin Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,221095,enoxaparin sodium,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Enoxaparin Sodium', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,221095,Enoxaparin Sodium
00075770060,Riluzole,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Riluzole' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00075800180,DOCEtaxel (TaxoTERE),http://www.nlm.nih.gov/research/umls/rxnorm,72962,docetaxel,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'DOCEtaxel (TaxoTERE)', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,72962,DOCEtaxel (TaxoTERE)
00075801601,INV-Enoxaparin,http://www.nlm.nih.gov/research/umls/rxnorm,854239,Lovenox 60 MG in 0.6 mL Prefilled Syringe,"RxNorm 20231106 lists this NDC on RxCUI 854239. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,854239,Lovenox 60 MG in 0.6 mL Prefilled Syringe,67108,INV-Enoxaparin
00075905110,Quinupristin/Dalfopristin,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Quinupristin/Dalfopristin' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00078001633,Nortriptyline,http://www.nlm.nih.gov/research/umls/rxnorm,7531,nortriptyline,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Nortriptyline', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,7531,Nortriptyline
00078001715,Bromocriptine Mesylate,http://www.nlm.nih.gov/research/umls/rxnorm,142426,bromocriptine mesylate,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Bromocriptine Mesylate', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,142426,Bromocriptine Mesylate
00078005303,Methylergonovine Maleate,http://www.nlm.nih.gov/research/umls/rxnorm,84158,methylergonovine maleate,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Methylergonovine Maleate', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,84158,Methylergonovine Maleate
00078005405,Methylergonovine Maleate,http://www.nlm.nih.gov/research/umls/rxnorm,996826,methergine 0.2 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 996826. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,996826,methergine 0.2 MG Oral Tablet,84158,Methylergonovine Maleate
00078010901,CycloSPORINE (Sandimmune),http://www.nlm.nih.gov/research/umls/rxnorm,212844,SandIMMUNE 250 MG in 5 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 212844. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,212844,SandIMMUNE 250 MG in 5 ML Injection,3008,CycloSPORINE (Sandimmune)
00078011022,CycloSPORINE (Sandimmune),http://www.nlm.nih.gov/research/umls/rxnorm,212957,SandIMMUNE 100 MG in 1 mL Oral Solution,"RxNorm 20231106 lists this NDC on RxCUI 212957. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,212957,SandIMMUNE 100 MG in 1 mL Oral Solution,3008,CycloSPORINE (Sandimmune)
00078012606,Clozapine,http://www.nlm.nih.gov/research/umls/rxnorm,104775,Clozaril 25 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 104775. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,104775,Clozaril 25 MG Oral Tablet,2626,Clozapine
00078012705,Clozapine,http://www.nlm.nih.gov/research/umls/rxnorm,2626,clozapine,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Clozapine', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,2626,Clozapine
00078012706,Clozapine,http://www.nlm.nih.gov/research/umls/rxnorm,104776,Clozaril 100 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 104776. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,104776,Clozaril 100 MG Oral Tablet,2626,Clozapine
00078014923,Calcitonin Salmon,http://www.nlm.nih.gov/research/umls/rxnorm,36118,salmon calcitonin,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Calcitonin Salmon', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,36118,Calcitonin Salmon
00078017605,*nf*,http://www.nlm.nih.gov/research/umls/rxnorm,103918,Lescol 20 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 103918. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,103918,Lescol 20 MG Oral Capsule,,
00078017905,Terbinafine,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Terbinafine' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00078018201,Octreotide Acetate,http://www.nlm.nih.gov/research/umls/rxnorm,207200,SandoSTATIN 500 MCG in 1 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 207200. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,207200,SandoSTATIN 500 MCG in 1 ML Injection,221130,Octreotide Acetate
00078022644,Isradipine,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Isradipine' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00078024015,CycloSPORINE (Sandimmune),http://www.nlm.nih.gov/research/umls/rxnorm,212810,SandIMMUNE 25 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 212810. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,212810,SandIMMUNE 25 MG Oral Capsule,3008,CycloSPORINE (Sandimmune)
00078024115,SandIMMUNE,http://www.nlm.nih.gov/research/umls/rxnorm,197552,SandIMMUNE 100 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 197552. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,197552,SandIMMUNE 100 MG Oral Capsule,202816,SandIMMUNE
00078024615,Neoral,http://www.nlm.nih.gov/research/umls/rxnorm,835909,Neoral 25 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 835909. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,835909,Neoral 25 MG Oral Capsule,202817,Neoral
